system:index,Amazonia,Area_Estavel,Caatinga,Campinarana,Cerrado,Contato_Ecotono_e_Encrave,Corpo_dagua_continental,Estepe,Ferralsols,Floresta_Estacional_Decidual,Floresta_Estacional_Semidecidual,Floresta_Estacional_Sempre_Verde,Floresta_Ombrofila_Aberta,Floresta_Ombrofila_Densa,Floresta_Ombrofila_Mista,Formacao_Pioneira,Histosols,Humisols,ID,Mata_Atlantica,Pampa,Pantanal,Sandysols,Savana,Savana_Estepica,Thinsols,Wetsols,bdod,black_soil_prob,cagb,cbgb,cdw,cec,cfvo,clay,clayminerals,clitter,convergence,cti,ctotal,eastness,elevation,latitude,ln_clay_sand,ln_silt_sand,longitude,lv1_Dry_season,lv1_Humid_subtropical_zone,lv1_Tropical,lv2_monsoon,lv2_oceanic_climate_without_sry_season,lv2_semiarid,lv2_with_dry_summer,lv2_with_dry_winter,lv2_with_dry_winter_1,lv2_without_dry_season,lv3_and_hot,lv3_and_hot_summer,lv3_and_short_and_cool_summer,lv3_and_temperate,lv3_and_temperate_summer,lv3_low_latitude_and_altitude,lv3_with_hot_summer,lv3_with_temperate_summer,nitrogen,northness,oxides,pcurv,phh2o,prediction_clay_0_30cm,prediction_sand_0_30cm,prediction_silt_0_30cm,roughness,sand,silt,slope,soc,spi,.geo
000000000000000002d9,1,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,1,0,1080,0,0,0,3,0,0,1,13,118,4.0,0.0,0.0,0.0,107,18,262,65,0.0,-10,12,0.0,0,37,1804,5.067774609968585,5.661080200029232,27801,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,157,-2,41,46.04920869342649,8.327626294067535,45.623165012505964,4,178,558,0,192,0,"{""type"":""Point"",""coordinates"":[-62.601841404149944,-6.804066492735157]}"
000000000000000002dc,1,1,0,0,0,0,0,0,7,0,0,0,0,1,0,0,4,0,1083,0,0,0,2,0,0,1,13,112,7.0,0.0,0.0,0.0,114,64,354,27,0.0,0,-8,0.0,0,34,878,2.218674097283754,2.842641349896619,26590,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,114,3,40,49.916903679012265,10.729401990614102,39.35369433037363,5,281,362,1,399,0,"{""type"":""Point"",""coordinates"":[-61.390731721629834,-5.878352654938739]}"
000000000000000000ff,0,1,0,0,1,1,0,0,42,0,0,0,0,0,0,0,0,0,1057,0,0,0,18,0,0,1,3,133,4.0,43.49,15.42,4.26,61,28,231,61,5.33,-3,-4,68.5,3,545,13585,-2.34097222385626,-4.169407325580763,16321,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,216,0,54,16.070378823690437,79.77948223939082,4.150138936918757,8,671,95,3,128,0,"{""type"":""Point"",""coordinates"":[-51.12164049149558,-18.58555994536874]}"
000000000000000005a1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,8,1278,1,0,0,0,0,0,20,6,136,8.0,43.49,15.42,4.26,161,96,235,53,5.33,-20,-14,68.5,0,178,5350,-1.382878441959711,-1.39588443469535,2366,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,2,163,3,59,17.010369331527727,62.495939756157526,20.49369091231475,8,571,191,3,154,0,"{""type"":""Point"",""coordinates"":[-37.1666741669872,-10.350072964365872]}"
000000000000000005a7,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,6,1284,1,0,0,1,0,0,14,9,135,23.0,43.49,15.42,4.26,168,88,249,53,5.33,28,-8,68.5,0,200,5383,-1.306909586832435,-0.946598876204815,2383,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,2,166,0,57,18.382211430541524,60.77921463229512,20.838573937163357,9,576,172,2,150,0,"{""type"":""Point"",""coordinates"":[-37.18338241863446,-10.383221921597189]}"
000000000000000005a8,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,6,1285,1,0,0,2,0,0,13,13,135,14.0,43.49,15.42,4.26,152,93,232,58,5.33,26,-6,68.5,0,207,5383,-1.625040734226412,-1.473275769626373,2400,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,3,175,-5,56,18.167262058709152,61.950071612269355,19.8826663290215,9,586,179,3,143,0,"{""type"":""Point"",""coordinates"":[-37.20009067028171,-10.383221921597189]}"
00000000000000000269,1,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,1,1,198,0,0,0,2,1,0,0,9,117,47.0,26.32,87.9088,0.779072,156,63,255,31,1.849568,-14,3,116.85744,0,9,-3116,-1.564203222553004,-2.404541431157734,20283,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,130,0,45,26.81919988048005,50.30865454103167,22.872145578488283,1,502,240,0,207,0,"{""type"":""Point"",""coordinates"":[-55.08321288580218,-1.8833637573376152]}"
00000000000000000231,1,1,0,0,0,1,0,0,13,0,0,0,0,0,0,0,3,0,15,0,0,0,7,0,0,2,8,122,4.0,77.08,7.708,6.24348,108,96,282,27,4.45096,-4,-16,95.48244,-3,119,-7499,-3.285354246975419,-2.690964991346442,27000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,123,1,47,11.812966298510496,77.08658227337885,11.100451428110663,18,477,239,4,123,0,"{""type"":""Point"",""coordinates"":[-61.800095034740366,2.499968251008111]}"
00000000000000000232,1,1,0,0,0,1,0,0,13,0,0,0,0,0,0,0,3,0,21,0,0,0,4,0,0,2,6,122,4.0,77.08,7.708,6.24348,103,101,285,27,4.45096,-4,-18,95.48244,-2,103,-7533,-1.739832956539664,-2.55904657425268,26916,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,-7,124,2,47,14.109425418121926,75.43039619185299,10.46017839002509,20,518,194,7,129,0,"{""type"":""Point"",""coordinates"":[-61.71654931740301,2.5333847543026344]}"
000000000000000001d3,1,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,2,0,1570,0,0,0,3,0,0,0,4,118,4.0,127.84,39.6304,12.01696,121,29,342,29,5.12992,-44,0,184.61728,0,75,-1116,-0.211810718328676,0.18037571304387,30433,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,125,0,40,23.864960068227763,43.76615847797609,32.368881453796135,1,225,430,0,237,0,"{""type"":""Point"",""coordinates"":[-65.23345569555893,-3.883283957111251]}"
000000000000000002d0,1,1,0,0,0,0,0,0,34,0,0,0,0,1,0,0,0,1,1070,0,0,0,17,0,0,0,3,116,4.0,127.84,39.6304,12.01696,118,43,332,25,5.12992,1,-4,184.61728,-1,73,1801,-1.639662293197972,-1.981793591850654,25540,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,115,2,38,16.268051105184114,73.55228276865068,10.179666126165204,5,382,284,1,201,0,"{""type"":""Point"",""coordinates"":[-60.340782869383354,-6.80190828782529]}"
00000000000000000868,1,1,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,757,0,0,0,6,0,0,0,3,120,5.0,127.84,39.6304,12.01696,113,20,346,27,5.12992,58,33,184.61728,0,58,1150,-0.680777282645398,-0.767122245573457,26399,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,116,0,38,28.903352246545587,39.62872574921049,31.46792200424392,0,456,195,0,228,0,"{""type"":""Point"",""coordinates"":[-61.199931246653925,-6.150001091114661]}"
000000000000000002b8,1,1,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,281,0,0,0,4,0,0,3,3,121,8.0,92.59,9.259,7.49979,99,56,251,29,5.34658,-30,4,114.69537,0,32,-3433,-1.823238023128891,-0.72594692126289,20399,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,-3,136,-2,43,15.834585235265516,58.35137058438874,25.81404418034574,11,488,257,3,139,0,"{""type"":""Point"",""coordinates"":[-55.19990310126982,-1.5667051551282092]}"
0000000000000000008d,1,1,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0,1,1456,0,0,0,6,0,0,3,7,126,10.0,139.27124,43.17,13.09,79,81,282,169,5.59,5,132,201.12123,0,103,233,0.648671926378878,1.09321387762915,13183,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,181,0,51,34.066283618148226,33.2761014824317,32.65761489942007,0,497,218,0,181,244,"{""type"":""Point"",""coordinates"":[-47.98337422019196,-5.233450705983076]}"
00000000000000000150,1,0,0,0,0,0,0,0,69,0,0,0,0,1,0,0,0,0,283,0,0,0,2,0,0,0,0,124,5.0,139.27124,43.17,13.09,87,98,576,36,5.59,-28,-5,201.12123,0,304,-449,1.511308785051622,-0.433058385254875,11333,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,142,0,49,58.936364350952765,27.49556456180696,13.568071087240273,2,232,189,0,194,0,"{""type"":""Point"",""coordinates"":[-46.133297652218324,-4.550013205723533]}"
00000000000000000151,1,0,0,0,0,0,0,0,57,0,0,0,0,1,0,0,0,2,284,0,0,0,0,0,0,1,0,127,4.0,139.27124,43.17,13.09,70,109,583,34,5.59,17,-7,201.12123,-3,252,-533,2.726445266102942,0.82552878819565,11299,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,6,135,0,49,58.087965168531355,26.807388082406288,15.104646749062361,20,155,260,7,178,0,"{""type"":""Point"",""coordinates"":[-46.09987668982274,-4.466739493550431]}"
00000000000000000152,1,0,0,0,0,0,0,0,70,0,0,0,0,1,0,0,0,1,285,0,0,0,3,0,0,1,1,132,4.0,139.27124,43.17,13.09,70,67,521,61,5.59,-8,8,201.12123,0,330,-483,2.575102865897184,0.519088429798509,11333,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,181,0,52,53.04754483201759,32.371543867345295,14.580911300637117,2,186,289,0,147,0,"{""type"":""Point"",""coordinates"":[-46.133297652218324,-4.51659670242901]}"
00000000000000000154,1,1,0,0,0,0,0,0,69,0,0,0,0,1,0,0,0,1,287,0,0,0,2,0,0,0,1,130,4.0,139.27124,43.17,13.09,83,104,495,66,5.59,19,31,201.12123,0,299,-666,1.171837051076129,-0.625040660683902,11433,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,191,-1,44,47.903753827355274,36.764709294898346,15.331536877746373,2,316,186,0,150,0,"{""type"":""Point"",""coordinates"":[-46.23327961603868,-4.333336567334491]}"
00000000000000000158,1,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,291,0,0,0,0,0,0,1,1,123,4.0,139.27124,43.17,13.09,77,73,451,29,5.59,41,-1,201.12123,5,174,-866,0.23403417565335,-1.505064738926889,11316,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,6,138,-31,43,48.14555449913953,38.239607786816045,13.614837714044437,52,411,135,16,227,1,"{""type"":""Point"",""coordinates"":[-46.11658494147001,-4.133372639693764]}"
0000000000000000015d,1,1,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,2,296,0,0,0,2,0,0,2,2,125,4.0,139.27124,43.17,13.09,106,72,233,41,5.59,-6,-28,201.12123,16,68,-900,-1.47191542465864,-1.654621707310712,11066,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,15,155,0,50,20.810972043644167,62.93601295404127,16.253015002314562,61,615,149,23,143,0,"{""type"":""Point"",""coordinates"":[-45.86676380495071,-4.099956136399241]}"
0000000000000000015e,1,0,0,0,0,0,0,0,27,0,0,0,0,1,0,0,0,0,297,0,0,0,3,0,0,1,1,120,5.0,139.27124,43.17,13.09,84,48,350,34,5.59,-28,-2,201.12123,0,301,-733,-1.312458886521852,-1.869437356125147,11366,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,-1,156,1,44,34.172378654376885,52.43871843454154,13.388902911081576,7,518,130,1,175,0,"{""type"":""Point"",""coordinates"":[-46.16671415551284,-4.26677110680865]}"
0000000000000000015f,1,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,298,0,0,0,1,0,0,1,0,123,4.0,139.27124,43.17,13.09,71,61,264,33,5.59,21,-21,201.12123,-21,153,-933,-1.068781025523649,-1.49691763132852,11233,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,8,139,-11,43,31.574404795705885,53.54305256644004,14.88254263785408,61,592,142,23,162,0,"{""type"":""Point"",""coordinates"":[-46.03331122929691,-4.066539633104717]}"
00000000000000000160,1,0,0,0,0,0,0,0,31,0,0,0,0,1,0,0,0,0,299,0,0,0,2,0,0,2,3,125,4.0,139.27124,43.17,13.09,81,78,244,41,5.59,-25,-15,201.12123,-19,98,-916,-0.79174160748056,-1.012574427377447,11199,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,-12,140,-2,49,27.79484251678192,56.080202473993964,16.12495500922411,66,531,223,24,170,0,"{""type"":""Point"",""coordinates"":[-45.99989472600238,-4.083247884751978]}"
00000000000000000161,1,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,2,300,0,0,0,2,0,0,5,0,131,6.0,139.27124,43.17,13.09,90,79,235,45,5.59,6,65,201.12123,-3,108,233,-0.433178526287717,-0.914946433140993,11116,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,-5,167,-5,49,30.59931325698631,52.39242518456489,17.008261558448798,18,571,192,6,160,60,"{""type"":""Point"",""coordinates"":[-45.91662101382928,-5.233450705983076]}"
00000000000000000163,1,0,0,0,0,0,0,0,19,0,0,0,0,1,0,0,0,0,302,0,0,0,2,0,0,1,2,127,5.0,139.27124,43.17,13.09,80,51,407,35,5.59,-22,-12,201.12123,0,214,-716,-0.088386477181196,-0.821335876333319,11333,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,-2,154,1,47,38.64317465581945,45.782060948765725,15.574764395414839,6,382,208,2,202,0,"{""type"":""Point"",""coordinates"":[-46.133297652218324,-4.283211812392706]}"
00000000000000000164,1,1,0,0,0,0,0,0,20,0,0,0,0,1,0,0,0,0,303,0,0,0,2,0,0,3,1,127,5.0,139.27124,43.17,13.09,71,91,378,53,5.59,-34,-18,201.12123,2,267,-649,-0.653489610068373,-1.530389550316764,11416,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,-4,181,3,48,35.48616441818787,50.397494567851595,14.116341013960534,17,458,161,5,171,0,"{""type"":""Point"",""coordinates"":[-46.21657136439143,-4.350044818981752]}"
00000000000000000165,1,0,0,0,0,0,0,0,19,0,0,0,0,1,0,0,0,0,304,0,0,0,2,0,0,4,1,129,4.0,139.27124,43.17,13.09,81,99,286,46,5.59,-30,-9,201.12123,3,320,100,-0.125719255240791,-1.50475857754404,11250,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,181,0,52,41.53423009699429,44.558788765038024,13.906981137967684,8,543,168,3,172,0,"{""type"":""Point"",""coordinates"":[-46.05002394004522,-5.100052238868189]}"
00000000000000000166,1,0,0,0,0,0,0,0,39,0,0,0,0,1,0,0,0,0,305,0,0,0,1,0,0,0,0,126,4.0,139.27124,43.17,13.09,70,74,466,42,5.59,20,-9,201.12123,-5,293,-416,0.402800912037016,-0.635860171225482,11366,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,-8,164,6,51,50.25765676937591,34.48180971536163,15.26053351526246,30,295,237,10,199,0,"{""type"":""Point"",""coordinates"":[-46.16671415551284,-4.5834297090180565]}"
00000000000000000167,1,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,306,0,0,0,2,0,0,1,2,127,5.0,139.27124,43.17,13.09,70,108,476,28,5.59,10,-29,201.12123,-15,229,-833,0.835829129471423,-0.440507173811866,11416,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,23,143,1,44,46.02750446067423,35.99212034213316,17.980375197192608,75,319,202,29,253,0,"{""type"":""Point"",""coordinates"":[-46.21657136439142,-4.166789142988288]}"
00000000000000000168,1,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,307,0,0,0,5,0,0,3,1,130,5.0,139.27124,43.17,13.09,122,93,241,40,5.59,0,-25,201.12123,5,221,216,-1.16098085556349,-1.265083638277652,11166,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,12,149,19,52,30.486505598290343,51.96182555438905,17.551668847320613,38,582,174,13,178,0,"{""type"":""Point"",""coordinates"":[-45.96675022787212,-5.216742454335815]}"
00000000000000000169,1,1,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,308,0,0,0,3,0,0,4,1,129,5.0,139.27124,43.17,13.09,83,66,231,39,5.59,37,37,201.12123,0,208,233,-1.246276116672641,-2.10683604585725,11299,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,-2,152,-7,49,25.921733417677,61.2837980561693,12.794468526153702,16,637,129,5,146,6,"{""type"":""Point"",""coordinates"":[-46.09987668982274,-5.233450705983076]}"
0000000000000000016e,1,1,0,0,0,0,0,0,21,0,0,0,0,1,0,0,0,0,313,0,0,0,3,0,0,2,1,130,5.0,139.27124,43.17,13.09,80,56,319,33,5.59,10,-19,201.12123,-10,307,200,-0.512544665018035,-1.356738989205418,11283,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,5,140,0,50,34.39809219295354,51.584497674155664,14.017410132890795,32,532,146,11,155,0,"{""type"":""Point"",""coordinates"":[-46.08344044333975,-5.200034202688553]}"
00000000000000000172,1,0,0,0,0,0,0,0,20,0,0,0,0,1,0,0,0,0,317,0,0,0,3,0,0,2,1,126,4.0,139.27124,43.17,13.09,79,66,375,40,5.59,-1,-5,201.12123,0,245,-549,-0.507542311361597,-2.018411701189012,11849,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,166,1,43,35.3770244720448,53.059578991521775,11.563396536433425,4,499,124,1,150,0,"{""type"":""Point"",""coordinates"":[-46.64991572296739,-4.45003124190317]}"
00000000000000000173,1,0,0,0,0,0,0,0,23,0,0,0,0,1,0,0,0,0,318,0,0,0,2,0,0,0,1,123,4.0,139.27124,43.17,13.09,73,66,319,28,5.59,-13,-11,201.12123,2,166,-600,-0.419706661548844,-1.982878185661074,11866,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,3,143,0,44,28.24686869189724,60.842791394514485,10.910339913588281,13,595,83,4,129,0,"{""type"":""Point"",""coordinates"":[-46.666623974614666,-4.399902027860331]}"
00000000000000000176,1,0,0,0,0,0,0,0,30,0,0,0,0,1,0,0,0,0,321,0,0,0,2,0,0,1,1,126,4.0,139.27124,43.17,13.09,76,128,283,52,5.59,0,-21,201.12123,-2,192,-616,-1.185152245835851,-1.780789931257675,11800,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,6,174,1,49,26.12365658759795,59.65001632686931,14.22632708553274,25,574,139,7,137,0,"{""type"":""Point"",""coordinates"":[-46.60005851408882,-4.38346578137733]}"
00000000000000000177,1,0,0,0,0,0,0,0,20,0,0,0,0,1,0,0,0,0,322,0,0,0,1,0,0,0,0,125,4.0,139.27124,43.17,13.09,81,54,379,30,5.59,-13,-7,201.12123,0,240,-566,-0.325611057196836,-1.955777497922244,11783,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,3,151,-8,46,37.10727305644611,52.07519803543833,10.817528908115559,17,492,127,3,157,0,"{""type"":""Point"",""coordinates"":[-46.58335026244157,-4.433318531154854]}"
00000000000000000178,1,0,0,0,0,0,0,0,23,0,0,0,0,1,0,0,0,0,323,0,0,0,2,0,0,1,1,126,5.0,139.27124,43.17,13.09,86,73,406,34,5.59,-17,-22,201.12123,4,207,-466,-0.476182965617121,-1.820959016224651,11266,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,-12,150,10,47,36.685594829917136,49.80674522903849,13.507659941044366,37,408,184,14,190,0,"{""type"":""Point"",""coordinates"":[-46.06673219169248,-4.533304954076272]}"
00000000000000000179,1,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,1,324,0,0,0,6,0,0,1,1,123,4.0,139.27124,43.17,13.09,70,79,284,43,5.59,5,-14,201.12123,-12,93,-849,-0.332227249333197,-0.82698293427193,11066,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,12,156,-5,49,29.13266240482245,54.290722197349226,16.576615397828316,56,473,240,17,153,0,"{""type"":""Point"",""coordinates"":[-45.86676380495071,-4.150080891341025]}"
0000000000000000017a,1,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,1,325,0,0,0,2,0,0,3,2,122,5.0,139.27124,43.17,13.09,89,119,490,30,5.59,-7,-24,201.12123,21,233,-900,0.647263727405807,-1.063083885855451,11333,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,-13,148,-5,44,46.15401544268659,38.30100760995028,15.544976947363127,75,347,160,28,224,0,"{""type"":""Point"",""coordinates"":[-46.133297652218324,-4.099956136399241]}"
0000000000000000017c,1,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,1,327,0,0,0,2,0,0,1,3,125,5.0,139.27124,43.17,13.09,76,79,261,44,5.59,-8,63,201.12123,1,54,-900,-0.502979693949227,-1.405921912663128,11150,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,-1,158,-3,48,30.529861773794586,54.45032173139573,15.019816494809685,10,563,173,2,157,89,"{""type"":""Point"",""coordinates"":[-45.950037517123796,-4.099956136399241]}"
0000000000000000017d,1,1,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,1,328,0,0,0,1,0,0,1,1,125,5.0,139.27124,43.17,13.09,74,133,314,34,5.59,4,0,201.12123,-23,162,-783,-1.085480115495576,-1.599325301037133,11216,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,-19,148,-26,48,35.990054647830725,47.82739720306401,16.18254814910527,93,541,141,32,229,3,"{""type"":""Point"",""coordinates"":[-46.01660297764965,-4.216646351866865]}"
00000000000000000249,1,1,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,160,0,0,0,18,0,0,0,0,121,4.0,139.27124,43.17,13.09,93,51,260,24,5.59,45,0,201.12123,-3,109,-3483,-2.410296220757413,-1.128998884822684,20866,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,131,-4,55,9.860253463658019,79.02693693055951,11.11280960578245,29,512,226,10,171,1,"{""type"":""Point"",""coordinates"":[-55.666668422241365,-1.5165804001864243]}"
0000000000000000025b,1,1,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,178,0,0,0,18,0,0,0,0,121,4.0,139.27124,43.17,13.09,93,51,260,24,5.59,45,0,201.12123,-3,109,-3483,-2.673572140257622,-3.374901885635737,20866,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,131,-4,55,9.860253463658019,79.02693693055951,11.11280960578245,29,512,226,10,171,1,"{""type"":""Point"",""coordinates"":[-55.666668422241365,-1.5165804001864243]}"
00000000000000000282,1,1,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,225,0,0,0,18,0,0,0,0,121,4.0,139.27124,43.17,13.09,93,51,260,24,5.59,45,0,201.12123,-3,109,-3483,-1.572207482443445,-1.545977371449451,20866,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,131,-4,55,9.860253463658019,79.02693693055951,11.11280960578245,29,512,226,10,171,1,"{""type"":""Point"",""coordinates"":[-55.666668422241365,-1.5165804001864243]}"
000000000000000002c5,1,0,0,0,0,0,0,0,36,0,0,0,0,1,0,0,0,0,1058,0,0,0,9,0,0,3,6,120,4.0,139.27124,43.17,13.09,122,47,371,37,5.59,-13,-23,201.12123,11,128,3090,1.551397383610329,0.795322200102221,26727,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,160,-2,41,46.29248413556942,36.9060105901364,16.801505274294183,27,394,232,11,167,0,"{""type"":""Point"",""coordinates"":[-61.52763504217272,-8.090633083281682]}"
000000000000000002c6,1,0,0,0,0,0,0,0,25,0,0,0,0,1,0,0,2,0,1060,0,0,0,9,0,0,3,2,120,4.0,139.27124,43.17,13.09,146,21,354,56,5.59,-23,10,201.12123,-3,85,2479,-2.427213237956709,-2.030250123194588,25744,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,-10,201,0,40,19.885290427685064,62.446120300777174,17.66858927153776,30,387,256,10,204,3,"{""type"":""Point"",""coordinates"":[-60.54478674257851,-7.4799547349112165]}"
000000000000000002c7,1,0,0,0,0,0,0,0,23,0,0,0,0,1,0,0,0,0,1061,0,0,0,8,0,0,6,4,121,4.0,139.27124,43.17,13.09,107,42,344,34,5.59,13,-15,201.12123,-13,169,2460,0.093082104227539,0.181066675835983,25056,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,-12,150,-4,41,37.63175283456609,39.5263342240057,22.841912941428205,52,365,287,18,209,0,"{""type"":""Point"",""coordinates"":[-59.85623019430961,-7.460285640164467]}"
000000000000000002c9,1,0,0,0,0,0,0,0,20,0,0,0,0,1,0,0,1,0,1063,0,0,0,5,0,0,1,3,120,16.0,139.27124,43.17,13.09,104,20,334,35,5.59,27,-9,201.12123,8,146,2270,2.582972671305247,1.54394134570503,24928,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,161,-3,42,50.179222586904906,27.492861038964104,22.327916374131,25,427,237,9,176,0,"{""type"":""Point"",""coordinates"":[-59.728218321267285,-7.2708273546056565]}"
000000000000000002cb,1,0,0,0,0,0,0,0,39,0,0,0,0,1,0,0,1,0,1065,0,0,0,6,0,0,3,3,121,13.0,139.27124,43.17,13.09,107,54,373,45,5.59,37,19,201.12123,-9,83,2034,2.228701538923878,0.465831295395117,25228,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,176,-9,43,53.74360489935466,24.872514549276218,21.383880551369117,23,342,282,9,239,7,"{""type"":""Point"",""coordinates"":[-60.02843621789263,-7.034214075406659]}"
000000000000000002cd,1,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0,0,1,1067,0,0,0,10,0,0,2,5,118,6.0,139.27124,43.17,13.09,173,31,336,32,5.59,57,49,201.12123,0,69,2859,-1.565670535303001,-1.902065012171499,26499,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,141,0,40,24.068359169402783,61.94809322087368,13.983547609723537,10,370,291,3,173,37,"{""type"":""Point"",""coordinates"":[-61.29964120531003,-7.8594063981552456]}"
000000000000000002cf,1,0,0,0,0,0,0,0,19,0,0,0,0,1,0,0,0,0,1069,0,0,0,3,0,0,1,6,120,6.0,139.27124,43.17,13.09,101,51,354,42,5.59,15,9,201.12123,-3,52,1801,-1.28247019104593,-2.18910856624677,25240,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,-1,156,-1,42,21.720038929499587,65.65201356961666,12.62794750088376,9,273,371,3,216,3,"{""type"":""Point"",""coordinates"":[-60.040832518821205,-6.80190828782529]}"
000000000000000002d1,1,0,0,0,0,0,0,0,35,0,0,0,0,1,0,0,1,0,1071,0,0,0,5,0,0,2,6,122,9.0,139.27124,43.17,13.09,97,52,397,49,5.59,-21,10,201.12123,1,98,1877,-1.703243780280037,-2.223267543794946,24425,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,-1,174,1,40,24.318584112193637,62.242931150727884,13.438484737078474,6,326,274,1,175,0,"{""type"":""Point"",""coordinates"":[-59.22561074602812,-6.877365195851701]}"
