system:index,Amazonia,Area_Estavel,Caatinga,Campinarana,Cerrado,Contato_Ecotono_e_Encrave,Corpo_dagua_continental,Estepe,Ferralsols,Floresta_Estacional_Decidual,Floresta_Estacional_Semidecidual,Floresta_Estacional_Sempre_Verde,Floresta_Ombrofila_Aberta,Floresta_Ombrofila_Densa,Floresta_Ombrofila_Mista,Formacao_Pioneira,Histosols,Humisols,ID,Mata_Atlantica,Pampa,Pantanal,Sandysols,Savana,Savana_Estepica,Thinsols,Wetsols,bdod,black_soil_prob,cagb,cbgb,cdw,cec,cfvo,clay,clayminerals,clitter,convergence,cti,ctotal,eastness,elevation,latitude,ln_clay_sand,ln_silt_sand,longitude,lv1_Dry_season,lv1_Humid_subtropical_zone,lv1_Tropical,lv2_monsoon,lv2_oceanic_climate_without_sry_season,lv2_semiarid,lv2_with_dry_summer,lv2_with_dry_winter,lv2_with_dry_winter_1,lv2_without_dry_season,lv3_and_hot,lv3_and_hot_summer,lv3_and_short_and_cool_summer,lv3_and_temperate,lv3_and_temperate_summer,lv3_low_latitude_and_altitude,lv3_with_hot_summer,lv3_with_temperate_summer,nitrogen,northness,oxides,pcurv,phh2o,prediction_clay_0_30cm,prediction_sand_0_30cm,prediction_silt_0_30cm,roughness,sand,silt,slope,soc,spi,.geo
00000000000000000149,0,1,0,0,0,0,0,0,32,0,1,0,0,0,0,0,0,2,827,1,0,0,4,0,0,4,1,119,14.0,75.1,17.65,2.98,105,65,385,45,3.76,-10,-20,99.48,18,1058,15590,0.490848454572193,-0.447220618270786,10113,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,17,7,194,1,52,46.64428422537706,34.89519423075668,18.460521543866253,54,364,249,20,196,0,"{""type"":""Point"",""coordinates"":[-44.91383161432405,-20.59005964192427]}"
0000000000000000014a,0,1,0,0,0,0,0,0,46,0,1,0,0,0,0,0,0,1,833,1,0,0,1,0,0,2,1,123,9.0,75.1,17.65,2.98,127,62,423,54,3.76,-42,-19,99.48,4,901,15657,-0.340100316011193,-0.628988890663473,9864,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,16,0,184,8,51,37.984378734988326,43.79404405218435,18.221577212827334,19,355,219,6,185,0,"{""type"":""Point"",""coordinates"":[-44.66455002903221,-20.65770420490504]}"
0000000000000000014b,0,1,0,0,0,0,0,0,30,0,1,0,0,0,0,0,0,1,1047,1,0,0,1,0,0,6,2,118,9.0,75.1,17.65,2.98,119,66,447,52,3.76,-39,-24,99.48,5,877,16067,-0.949485416875135,-1.067634559195337,10449,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,17,1,190,15,51,35.34465662703507,46.338748493226895,18.316594879738034,27,329,221,8,208,0,"{""type"":""Point"",""coordinates"":[-45.249084667926326,-21.067067518015588]}"
0000000000000000014d,0,0,0,0,0,0,0,0,45,0,1,0,0,0,0,0,0,0,1052,1,0,0,1,0,0,7,1,115,6.0,75.1,17.65,2.98,130,50,440,71,3.76,-27,-24,99.48,2,1154,15964,-0.079580898749486,0.513548889676192,9130,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,16,-2,210,15,51,43.175309557949106,37.089370901011776,19.735319541039125,31,344,214,8,207,0,"{""type"":""Point"",""coordinates"":[-43.93044822260342,-20.964655344121095]}"
0000000000000000014f,0,1,0,0,0,0,0,0,42,0,1,0,0,0,0,0,0,0,1056,1,0,0,1,0,0,2,2,121,6.0,75.1,17.65,2.98,117,59,384,76,3.76,-14,-2,99.48,-5,992,15932,-0.353281233652873,-1.120415799672484,9348,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,15,0,219,2,52,39.83378570305145,41.4894626108606,18.676751686087947,17,385,228,5,178,2,"{""type"":""Point"",""coordinates"":[-44.148739055573806,-20.932857494508973]}"
000000000000000002bc,0,1,0,0,0,0,0,0,35,0,1,0,0,0,0,0,1,2,1565,1,0,0,2,0,0,8,3,116,16.0,75.1,17.65,2.98,129,74,351,23,3.76,-2,-29,99.48,15,493,17433,0.469383183119786,-1.191124040072024,9716,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,19,2,128,6,49,45.30699532805045,40.28921874853221,14.40378592341736,58,514,131,18,213,0,"{""type"":""Point"",""coordinates"":[-44.51659705607888,-22.433402967307206]}"
000000000000000002bd,0,1,0,0,0,0,0,0,46,0,1,0,0,0,0,0,0,0,1566,1,0,0,1,0,0,4,3,121,11.0,75.1,17.65,2.98,108,62,362,38,3.76,33,27,99.48,6,524,17399,0.500009513680192,-1.421282730038157,9233,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,15,-1,176,-17,51,46.60996510988635,39.415220125389894,13.974814764723748,34,498,137,8,195,5,"{""type"":""Point"",""coordinates"":[-44.03339548862432,-22.39998646401268]}"
000000000000000002be,0,0,0,0,0,0,0,0,51,0,1,0,0,0,0,0,0,0,1567,1,0,0,3,0,0,1,0,120,13.0,75.1,17.65,2.98,125,58,400,38,3.76,-25,-19,99.48,-3,703,17300,0.512938870487542,-1.492299324333847,9000,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,15,-20,152,-11,51,52.92665036721035,36.32218296045647,10.751166672333175,54,432,166,21,195,0,"{""type"":""Point"",""coordinates"":[-43.80001059858802,-22.30000450019232]}"
000000000000000002ea,0,1,0,0,0,1,0,0,42,0,0,0,0,0,0,0,0,2,900,1,0,0,1,0,0,3,0,116,40.0,75.1,17.65,2.98,136,114,407,38,3.76,-15,-29,99.48,-27,874,17259,0.280376314776577,-0.758851209925474,7727,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,21,-2,112,-11,50,41.708416943090945,39.20350477921078,19.088078277698266,67,425,165,29,243,0,"{""type"":""Point"",""coordinates"":[-42.52799851387995,-22.25903873881431]}"
00000000000000000313,0,0,0,0,0,1,0,0,32,0,0,0,0,0,0,0,0,5,2,1,0,0,1,0,0,2,3,117,27.0,75.1,17.65,2.98,113,78,378,35,3.76,12,-12,99.48,10,424,17049,-0.598633102170329,-1.305514074536684,7516,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,17,-1,145,-8,52,35.717213620616,47.99793121233195,16.284855167052065,34,451,168,11,192,0,"{""type"":""Point"",""coordinates"":[-42.316712928664515,-22.04991135850875]}"
00000000000000000333,0,1,0,0,0,1,0,0,28,0,0,0,0,0,0,0,0,2,443,1,0,0,4,0,0,4,0,106,48.0,75.1,17.65,2.98,129,96,335,27,3.76,-21,-25,99.48,18,1076,17300,0.071080267946906,-0.859831160424535,7699,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,31,-1,161,20,48,40.953361247544365,41.730387408184505,17.316251344271144,53,463,199,18,318,0,"{""type"":""Point"",""coordinates"":[-42.49996860465798,-22.30000450019232]}"
00000000000000000343,0,1,0,0,0,0,0,0,40,0,1,0,0,0,0,0,0,1,460,1,0,0,2,0,0,3,2,123,20.0,75.1,17.65,2.98,112,49,334,51,3.76,22,-22,99.48,10,497,17383,0.147944075893794,-1.260541513683877,8849,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,18,5,184,-2,51,45.413301712417194,40.434875908311255,14.15182237927155,32,511,152,12,263,0,"{""type"":""Point"",""coordinates"":[-43.64990387982587,-22.38327821236542]}"
00000000000000000344,0,1,0,0,0,1,0,0,47,0,0,0,0,0,0,0,0,0,461,1,0,0,1,0,0,2,0,113,28.0,75.1,17.65,2.98,113,102,385,53,3.76,47,-12,99.48,-11,651,17083,0.35926524614977,-1.24826559666529,7616,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,19,20,200,-12,51,45.63628149716464,40.197435243634324,14.166283259201046,64,456,156,24,230,2,"{""type"":""Point"",""coordinates"":[-42.41669489248488,-22.083327861803276]}"
00000000000000000346,0,0,0,0,0,1,0,0,40,0,0,0,0,0,0,0,0,2,463,1,0,0,0,0,0,1,0,114,22.0,75.1,17.65,2.98,107,95,365,25,3.76,-27,-26,99.48,-4,710,17100,0.526120830301032,-0.928661770496089,7599,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,22,9,146,19,51,47.81971854025553,34.997615781358064,17.1826656783864,65,448,185,16,235,0,"{""type"":""Point"",""coordinates"":[-42.39998664083762,-22.100036113450535]}"
00000000000000000348,0,1,0,0,0,1,0,0,43,0,0,0,0,0,0,0,0,1,465,1,0,0,1,0,0,4,1,112,32.0,75.1,17.65,2.98,118,92,406,26,3.76,-19,23,99.48,-1,533,17000,0.009702383542126,-1.048959063455462,7599,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,19,-7,139,-33,51,42.0285021042853,41.51976977289479,16.451728122819915,34,441,151,8,223,4,"{""type"":""Point"",""coordinates"":[-42.39998664083762,-22.00005414963017]}"
0000000000000000034a,0,0,0,0,0,1,0,0,22,0,0,0,0,0,0,0,0,2,467,1,0,0,0,0,0,3,1,117,48.0,75.1,17.65,2.98,129,67,344,47,3.76,4,-15,99.48,0,431,17000,-0.276672858609222,-1.082143587868267,7650,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,17,-13,183,-7,53,31.18684181871791,54.71722920331874,14.095928977963348,32,514,139,13,199,5,"{""type"":""Point"",""coordinates"":[-42.4501113957794,-22.000054149630174]}"
0000000000000000034c,0,0,0,0,0,1,0,0,45,0,0,0,0,0,0,0,1,1,469,1,0,0,4,0,0,1,0,112,21.0,75.1,17.65,2.98,127,94,399,38,3.76,12,-21,99.48,12,508,16900,1.193447809732975,-1.319525590901163,7533,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,18,-9,158,-5,52,52.528106607549006,35.76514342523785,11.706749967213144,39,437,162,15,205,0,"{""type"":""Point"",""coordinates"":[-42.333421180311774,-21.900072185809808]}"
00000000000000000351,0,0,0,0,0,1,0,0,36,0,0,0,0,0,0,0,0,1,474,1,0,0,0,0,0,5,1,117,48.0,75.1,17.65,2.98,108,87,376,49,3.76,14,6,99.48,20,422,16966,0.048078409523624,-1.346913433303849,7633,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,16,-3,183,-14,53,42.202914062599916,43.248556767812055,14.54852916958803,50,440,181,21,201,27,"{""type"":""Point"",""coordinates"":[-42.43340314413214,-21.966637646335652]}"
00000000000000000352,0,0,0,0,0,1,0,0,37,0,0,0,0,0,0,0,0,1,475,1,0,0,2,0,0,3,2,114,32.0,75.1,17.65,2.98,127,99,386,39,3.76,-63,-34,99.48,17,759,17083,-0.358519829906976,-0.213602517698721,7716,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,22,-23,166,15,51,37.513805797806135,40.76949888032668,21.71669532186718,79,455,156,30,231,0,"{""type"":""Point"",""coordinates"":[-42.51667685630524,-22.083327861803276]}"
00000000000000000353,0,1,0,0,0,1,0,0,30,0,0,0,0,0,0,0,0,2,476,1,0,0,3,0,0,5,1,114,27.0,75.1,17.65,2.98,138,67,352,29,3.76,18,9,99.48,-10,351,17049,0.819281208731194,-0.099803977034055,7500,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,17,2,138,-16,51,41.805740558824304,39.390866534979914,18.80339290619578,47,488,157,14,213,6,"{""type"":""Point"",""coordinates"":[-42.30000467701726,-22.04991135850875]}"
00000000000000000357,0,1,0,0,0,1,0,0,35,0,0,0,0,0,0,0,0,3,480,1,0,0,1,0,0,5,0,111,18.0,75.1,17.65,2.98,113,109,405,50,3.76,13,6,99.48,1,571,17000,-0.603096724600703,-1.395650202016528,7783,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,21,28,180,-3,51,37.727397753829266,45.24568650427767,17.026915741893053,64,447,145,29,222,9,"{""type"":""Point"",""coordinates"":[-42.58324231683109,-22.000054149630177]}"
00000000000000000358,0,1,0,0,0,1,0,0,39,0,0,0,0,0,0,0,1,2,481,1,0,0,1,0,0,2,0,107,28.0,75.1,17.65,2.98,128,103,381,21,3.76,-71,-28,99.48,3,861,17116,0.409759307418984,0.199244120205221,7650,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,21,-9,140,10,49,42.75055715961233,36.901474714276674,20.34796812611099,50,455,161,12,258,0,"{""type"":""Point"",""coordinates"":[-42.45011139577941,-22.116748824198858]}"
00000000000000000359,0,1,0,0,0,1,0,0,46,0,0,0,0,0,0,0,0,1,482,1,0,0,1,0,0,1,1,112,20.0,75.1,17.65,2.98,117,102,417,30,3.76,26,-21,99.48,-8,692,16949,-0.282649635859413,-1.442567139949107,7750,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,19,27,134,-3,50,41.78111936960801,42.526154168598126,15.69272646179388,94,444,136,34,233,0,"{""type"":""Point"",""coordinates"":[-42.55009781870082,-21.94992939468839]}"
0000000000000000035b,0,1,0,0,0,1,0,0,39,0,0,0,0,0,0,0,0,2,484,1,0,0,2,0,0,6,2,120,33.0,75.1,17.65,2.98,115,80,363,49,3.76,-6,-29,99.48,28,511,17083,0.200965133618962,-1.270029679967644,8166,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,18,-24,186,-8,51,40.94359489790706,45.01215334500488,14.044251757088059,114,500,134,41,204,0,"{""type"":""Point"",""coordinates"":[-42.96673392562953,-22.083327861803276]}"
0000000000000000035e,0,0,0,0,0,1,0,0,41,0,0,0,0,0,0,0,0,0,487,1,0,0,1,0,0,2,2,121,27.0,75.1,17.65,2.98,116,78,393,52,3.76,9,44,99.48,-6,438,17049,-1.674664081156473,-1.352922256207642,7966,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,18,-3,170,-15,51,30.913479605584836,51.04610417229245,18.040416222122712,29,467,136,8,201,21,"{""type"":""Point"",""coordinates"":[-42.76676999798881,-22.04991135850875]}"
000000000000000007b3,0,1,0,0,0,0,0,0,38,0,1,0,0,0,0,0,0,2,1099,1,0,0,2,0,0,6,1,111,32.0,75.1,17.65,2.98,123,93,337,33,3.76,-2,-23,99.48,26,1276,15066,0.081863452457219,-0.826873364447274,9166,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,20,-10,157,-7,50,44.612716575436544,37.61002996475003,17.777253459813423,72,435,225,29,277,0,"{""type"":""Point"",""coordinates"":[-43.96655802293423,-20.06669941038238]}"
000000000000000007b8,0,1,0,0,0,0,0,0,44,0,1,0,0,0,0,0,0,2,1104,1,0,0,2,0,0,2,1,117,10.0,75.1,17.65,2.98,147,94,446,54,3.76,-20,-31,99.48,-7,785,16749,0.171069675421424,-1.09661841669679,8633,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,17,14,176,9,51,45.06980055591057,39.9506293930079,14.979570051081526,58,399,152,18,227,0,"{""type"":""Point"",""coordinates"":[-43.43323170053788,-21.749965467047662]}"
000000000000000007b9,0,0,0,0,0,0,0,0,36,0,1,0,0,0,0,0,0,3,1105,1,0,0,2,0,0,3,0,113,10.0,75.1,17.65,2.98,116,90,389,59,3.76,29,-18,99.48,11,878,16800,0.074976067751609,-1.386390922847494,8600,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,18,4,176,-10,50,44.30740996498152,40.517308087599545,15.175281947418926,37,451,157,13,271,0,"{""type"":""Point"",""coordinates"":[-43.40008274330656,-21.800090221989446]}"
000000000000000007bb,0,0,0,0,0,1,0,0,44,0,0,0,0,0,0,0,0,4,1107,1,0,0,5,0,0,9,3,131,11.0,67.4296,16.0644,6.13085,93,62,433,58,8.02316,18,4,97.648,-6,628,17566,0.964213554452781,0.151805613777704,12366,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,14,3,198,2,53,48.05456588190399,31.541557984528744,20.40387613356727,20,407,157,7,181,1,"{""type"":""Point"",""coordinates"":[-47.16653825281753,-22.566533888358887]}"
000000000000000007bc,0,0,0,0,0,1,0,0,55,0,0,0,0,0,0,0,0,3,1108,1,0,0,2,0,0,2,2,132,8.0,51.815,14.9707,4.595,118,35,409,54,4.865,-3,-6,76.2457,2,584,16033,0.23695256691665,-0.617706689099499,13000,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,15,-1,185,0,55,44.94581897463428,35.566591894131165,19.48758913123457,9,368,219,3,252,0,"{""type"":""Point"",""coordinates"":[-47.8001185441985,-21.033379009556803]}"
000000000000000007bd,0,1,0,0,0,1,0,0,44,0,0,0,0,0,0,0,0,1,1109,1,0,0,4,0,0,3,1,122,16.0,51.815,14.9707,4.595,66,77,412,66,4.865,4,-5,76.2457,-7,781,16350,1.703563220079008,0.271585241350464,12933,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,15,1,232,-4,52,58.279235103890144,24.914288029304284,16.806476866805557,18,175,410,8,199,0,"{""type"":""Point"",""coordinates"":[-47.73328553760946,-21.35003315266516]}"
000000000000000003b2,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0,0,4,384,1,0,0,2,0,0,8,1,101,56.0,64.25,15.1,2.98,221,113,479,50,3.08,0,-15,85.4,-2,787,21236,2.797893307947687,1.898584200223382,15697,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,33,0,176,2,49,64.26068884895247,6.701453075883935,29.037858075163598,7,227,291,2,453,0,"{""type"":""Point"",""coordinates"":[-50.497758744905866,-26.2365122874775]}"
000000000000000007e6,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1,0,0,3,885,1,0,0,1,0,0,3,0,94,31.0,64.25,15.1,2.98,223,89,529,25,3.08,3,-21,85.4,-4,911,24482,1.714609142730034,1.57635719243685,15419,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,36,4,153,5,50,59.05500866627005,8.453574738151463,32.491416595578485,18,174,294,6,726,0,"{""type"":""Point"",""coordinates"":[-50.2196401531014,-29.482305321583915]}"
00000000000000000200,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,10,1684,1,0,0,0,0,0,7,0,94,40.0,108.3,25.45,2.98,189,84,543,31,5.42,-23,-29,142.14,19,1090,21901,-0.098329416312802,0.813353916476558,16629,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,31,-12,183,2,51,44.90909844903271,10.554713197779302,44.536188353187995,68,137,318,24,384,0,"{""type"":""Point"",""coordinates"":[-51.42967073316658,-26.90135533634417]}"
00000000000000000201,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,11,1685,1,0,0,0,0,0,5,1,93,40.0,108.3,25.45,2.98,190,83,542,29,5.42,2,-32,142.14,30,1086,21906,2.338054263258274,2.779015089948033,16630,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,31,2,178,4,53,48.78524963101136,6.278647475132113,44.93610289385652,75,132,323,31,367,0,"{""type"":""Point"",""coordinates"":[-51.4304822895583,-26.90620683829032]}"
00000000000000000202,0,1,0,0,0,0,0,0,16,0,0,0,0,0,1,0,0,6,1686,1,0,0,1,0,0,4,0,95,40.0,108.3,25.45,2.98,180,79,563,43,5.42,-61,-22,142.14,0,907,21937,2.944997323170119,2.387203402194502,16625,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,30,-6,185,7,51,57.79363576403459,4.697764750941774,37.50859948502363,21,138,296,7,367,0,"{""type"":""Point"",""coordinates"":[-51.42509123638469,-26.937465136674977]}"
00000000000000000203,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,4,1687,1,0,0,2,0,0,3,0,95,37.0,108.3,25.45,2.98,185,90,551,30,5.42,4,1,142.14,14,884,21917,1.116354249042621,1.355549269615095,16648,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,30,5,172,-4,51,52.0049859527595,9.01006314667826,38.98495090056224,47,143,303,17,353,1,"{""type"":""Point"",""coordinates"":[-51.44880919488797,-26.91725203159971]}"
00000000000000000204,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,8,1688,1,0,0,0,0,0,8,0,94,36.0,108.3,25.45,2.98,201,84,528,46,5.42,-4,-23,142.14,-8,1079,21916,3.105132527492173,2.928373126283672,16666,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,30,-8,193,6,51,53.95480816509944,4.87222852593336,41.172963308967205,58,136,332,16,468,0,"{""type"":""Point"",""coordinates"":[-51.4663245438259,-26.916716939473293]}"
00000000000000000205,0,1,0,0,0,0,0,0,18,0,0,0,0,0,1,0,0,9,1689,1,0,0,0,0,0,5,0,96,44.0,108.3,25.45,2.98,187,104,550,26,5.42,35,-13,142.14,15,956,21894,2.499391193837525,2.035190899930562,16683,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,31,6,161,-5,53,55.479032916617264,6.771852530721674,37.749114552661055,48,139,308,16,582,4,"{""type"":""Point"",""coordinates"":[-51.48383989276384,-26.894617634652416]}"
0000000000000000020f,0,1,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,11,1590,1,0,0,0,0,0,5,0,95,35.0,108.3,25.45,2.98,192,93,545,34,5.42,13,-19,142.14,9,996,22014,2.498457531523762,2.582603713674143,16504,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,29,-30,157,-2,51,48.12013120816474,7.222063129544668,44.65780566229059,86,147,305,35,389,0,"{""type"":""Point"",""coordinates"":[-51.30489616748905,-27.014273152320584]}"
00000000000000000210,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,11,1592,1,0,0,0,0,0,4,0,95,30.0,108.3,25.45,2.98,183,87,533,39,5.42,-9,-21,142.14,20,836,22040,2.596846661628499,2.812578941466865,16503,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,29,17,177,-3,51,44.69553589094249,7.171284762235142,48.13317934682237,81,157,308,28,380,0,"{""type"":""Point"",""coordinates"":[-51.3032819729077,-27.040144856632676]}"
00000000000000000211,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,10,1593,1,0,0,0,0,0,4,3,98,34.0,108.3,25.45,2.98,204,69,565,42,5.42,-69,-24,142.14,-1,771,22051,4.63716546075175,3.652583295515512,16460,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,29,-7,177,7,50,66.35071452621227,3.487519377471037,30.1617660963167,30,135,297,8,281,0,"{""type"":""Point"",""coordinates"":[-51.26016246572088,-27.051194509043114]}"
00000000000000000212,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,14,1594,1,0,0,0,0,0,5,0,95,30.0,108.3,25.45,2.98,180,90,521,38,5.42,-15,-28,142.14,7,837,22059,0.51895560073737,1.339221668246543,16485,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,27,14,174,3,50,44.42813712683532,12.306969485079913,43.26489338808477,45,143,333,17,348,0,"{""type"":""Point"",""coordinates"":[-51.28522261364125,-27.05927885925302]}"
00000000000000000213,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,8,1595,1,0,0,1,0,0,4,1,97,36.0,108.3,25.45,2.98,207,98,545,37,5.42,-27,-29,142.14,7,700,22040,1.081206195963624,1.354081728375918,16424,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,29,-14,173,3,50,45.09883707281432,11.098921341703164,43.80224158548251,45,147,306,18,287,0,"{""type"":""Point"",""coordinates"":[-51.22432021145328,-27.04095195392335]}"
00000000000000000218,0,1,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,3,1784,1,0,0,0,0,0,7,0,94,35.0,108.3,25.45,2.98,180,81,585,23,5.42,-42,-27,142.14,6,888,21935,2.579935225688312,2.458208681980434,16453,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,29,4,147,16,49,51.66175664658172,5.6371432159414825,42.701100137476786,32,119,293,12,322,0,"{""type"":""Point"",""coordinates"":[-51.253692310092326,-26.93585094209363]}"
00000000000000000219,0,1,0,0,0,0,0,0,45,0,0,0,0,0,1,0,1,4,1785,1,0,0,1,0,0,5,1,96,67.0,108.3,25.45,2.98,206,75,426,46,5.42,-1,-22,142.14,9,793,21860,1.984095421155901,1.236676211427441,17629,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,32,10,172,0,51,63.387605581965865,6.970994346037429,29.641400071996703,39,221,350,13,429,0,"{""type"":""Point"",""coordinates"":[-52.42976683563552,-26.86012202890296]}"
0000000000000000021a,0,1,0,0,0,0,0,0,44,0,0,0,0,0,1,0,1,6,1786,1,0,0,0,0,0,3,1,100,70.0,108.3,25.45,2.98,189,68,420,48,5.42,-5,-12,142.14,0,697,21831,2.273206811182527,1.096738558943547,17642,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,32,-9,187,-5,50,72.26246227772344,6.5641900108763025,21.173347711400254,20,214,363,9,353,0,"{""type"":""Point"",""coordinates"":[-52.44243514172835,-26.83128502239033]}"
0000000000000000021b,0,0,0,0,0,0,0,0,48,0,0,0,0,0,1,0,1,6,1787,1,0,0,0,0,0,5,2,103,68.0,108.3,25.45,2.98,166,55,414,46,5.42,-55,-22,142.14,-6,716,21803,4.016620523453819,2.458225412463362,17656,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,31,-4,177,8,50,73.55401745613356,3.292129766708455,23.153852777157987,25,212,372,8,336,0,"{""type"":""Point"",""coordinates"":[-52.45617809117508,-26.803794664395827]}"
0000000000000000021f,0,0,0,0,0,0,0,0,46,0,0,0,0,0,1,0,1,2,1791,1,0,0,1,0,0,6,1,99,66.0,108.3,25.45,2.98,175,55,421,50,5.42,4,-19,142.14,-6,785,21832,4.269999188632299,3.375452683435799,17623,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,33,-8,175,0,51,74.41854196461098,3.20177690194584,22.37968113344317,28,223,354,10,379,0,"{""type"":""Point"",""coordinates"":[-52.42383623123444,-26.832903676072725]}"
00000000000000000226,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,19,1692,1,0,0,0,0,0,13,3,100,43.0,108.3,25.45,2.98,175,97,423,30,5.42,-36,-26,142.14,17,628,22181,3.061049787048862,2.45730013756801,17479,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,32,-14,155,5,50,45.94598828409339,7.288762502220242,46.76524921368637,65,222,353,23,407,0,"{""type"":""Point"",""coordinates"":[-52.279120565645904,-27.181899679121724]}"
00000000000000000227,0,1,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,18,1693,1,0,0,0,0,0,9,0,97,54.0,108.3,25.45,2.98,177,110,451,36,5.42,-20,-36,142.14,29,693,22161,2.8620792875644,2.542827181619872,17473,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,30,-2,179,8,51,45.872700858751614,6.972005435043931,47.15529370620446,70,205,341,30,370,0,"{""type"":""Point"",""coordinates"":[-52.27400151763655,-27.161147022818984]}"
00000000000000000228,0,1,0,0,0,0,0,0,16,0,0,0,0,0,1,0,0,14,1694,1,0,0,0,0,0,13,1,99,48.0,108.3,25.45,2.98,169,89,446,34,5.42,17,-10,142.14,-4,653,22168,1.587684733088117,1.918692014405901,17456,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,30,-19,155,-2,51,41.57664291443243,9.658330339972135,48.76502674559543,54,210,341,20,409,0,"{""type"":""Point"",""coordinates"":[-52.25675371476183,-27.168152270573945]}"
