id,coord_x,coord_y,depth,clay,silt,sand
ctb0053-RO_260_GRANEL,-62.0995856587461,-10.6198514286599,10,38,22,40
ctb0053-RO_260_GRANEL,-62.0995856587461,-10.6198514286599,40,40,29,31
ctb0053-RO_260_INDEFORMADA,-62.0994334874856,-10.6198731314629,10,12,12,76
ctb0053-RO_260_INDEFORMADA,-62.0994334874856,-10.6198731314629,40,26,15,59
ctb0053-RO_26_GRANEL,-63.1796946727433,-8.64001426958916,10,62,18,20
ctb0053-RO_26_GRANEL,-63.1796946727433,-8.64001426958916,40,66,16,18
ctb0053-RO_26_INDEFORMADA,-63.1801782144171,-8.64029921731957,10,58,18,24
ctb0053-RO_26_INDEFORMADA,-63.1801782144171,-8.64029921731957,40,66,17,17
ctb0053-RO_279_GRANEL,-62.6396638270021,-10.8011395738712,10,6,13,81
ctb0053-RO_279_GRANEL,-62.6396638270021,-10.8011395738712,40,10,17,73
ctb0053-RO_279_INDEFORMADA,-62.6399625981019,-10.8005847706954,10,8,23,69
ctb0053-RO_279_INDEFORMADA,-62.6399625981019,-10.8005847706954,40,6,9,85
ctb0053-RO_280_GRANEL,-62.4597561594647,-10.8004027492193,10,14,31,55
ctb0053-RO_280_GRANEL,-62.4597561594647,-10.8004027492193,40,16,32,52
ctb0053-RO_280_INDEFORMADA,-62.4597140177344,-10.7998965872876,10,4,32,64
ctb0053-RO_280_INDEFORMADA,-62.4597140177344,-10.7998965872876,40,16,31,53
ctb0053-RO_281_GRANEL,-62.2800130863119,-10.7996354080656,10,8,32,60
ctb0053-RO_281_GRANEL,-62.2800130863119,-10.7996354080656,40,14,29,57
ctb0053-RO_281_INDEFORMADA,-62.2798773448279,-10.8001924312124,10,10,27,63
ctb0053-RO_281_INDEFORMADA,-62.2798773448279,-10.8001924312124,40,10,26,64
ctb0053-RO_282_GRANEL,-62.1001934705516,-10.8002594952045,10,6,33,61
ctb0053-RO_282_GRANEL,-62.1001934705516,-10.8002594952045,40,10,32,58
ctb0053-RO_282_INDEFORMADA,-62.0999944245218,-10.799756564504,10,4,33,63
ctb0053-RO_282_INDEFORMADA,-62.0999944245218,-10.799756564504,40,10,28,62
ctb0053-RO_283_GRANEL,-61.9198118744422,-10.8000815137539,10,32,29,39
ctb0053-RO_283_GRANEL,-61.9198118744422,-10.8000815137539,40,56,20,24
ctb0053-RO_283_INDEFORMADA,-61.9197270938163,-10.8001373614024,10,2,13,85
ctb0053-RO_283_INDEFORMADA,-61.9197270938163,-10.8001373614024,40,56,18,26
ctb0053-RO_284_GRANEL,-61.7401831306275,-10.7998395455612,10,18,52,30
ctb0053-RO_284_GRANEL,-61.7401831306275,-10.7998395455612,40,24,47,29
ctb0053-RO_284_INDEFORMADA,-61.7402885128043,-10.7998458133031,10,14,54,32
ctb0053-RO_284_INDEFORMADA,-61.7402885128043,-10.7998458133031,40,22,50,28
ctb0053-RO_285_GRANEL,-61.5595727061548,-10.8002692074062,10,20,14,66
ctb0053-RO_285_GRANEL,-61.5595727061548,-10.8002692074062,40,34,17,49
ctb0053-RO_285_INDEFORMADA,-61.5599660721057,-10.800333914408,10,14,13,73
ctb0053-RO_285_INDEFORMADA,-61.5599660721057,-10.800333914408,40,34,17,49
ctb0053-RO_299_GRANEL,-62.8202818782332,-10.9803250875947,10,8,30,62
ctb0053-RO_299_GRANEL,-62.8202818782332,-10.9803250875947,40,14,25,61
ctb0053-RO_299_INDEFORMADA,-62.8200326897981,-10.979676518869,10,14,27,59
ctb0053-RO_299_INDEFORMADA,-62.8200326897981,-10.979676518869,40,12,29,59
ctb0053-RO_2_GRANEL,-63.3611600084297,-8.09992370042913,10,20,30,50
ctb0053-RO_2_GRANEL,-63.3611600084297,-8.09992370042913,40,18,29,53
ctb0053-RO_2_INDEFORMADA,-63.3610515587343,-8.10024721493143,10,18,35,47
ctb0053-RO_2_INDEFORMADA,-63.3610515587343,-8.10024721493143,40,20,32,48
ctb0053-RO_300_GRANEL,-62.6857223467202,-10.9803258746565,10,16,37,47
ctb0053-RO_300_GRANEL,-62.6857223467202,-10.9803258746565,40,22,31,47
ctb0053-RO_300_INDEFORMADA,-62.6859234513741,-10.9804150739916,10,4,36,60
ctb0053-RO_300_INDEFORMADA,-62.6859234513741,-10.9804150739916,40,18,35,47
ctb0053-RO_301_GRANEL,-62.4597663306191,-10.9796452337089,10,14,19,67
ctb0053-RO_301_GRANEL,-62.4597663306191,-10.9796452337089,40,18,18,64
ctb0053-RO_301_INDEFORMADA,-62.4603774197061,-10.9799991770504,10,20,20,60
ctb0053-RO_301_INDEFORMADA,-62.4603774197061,-10.9799991770504,40,20,18,62
ctb0053-RO_302_GRANEL,-62.2800636658529,-10.9803233299612,10,16,22,62
ctb0053-RO_302_GRANEL,-62.2800636658529,-10.9803233299612,40,34,21,45
ctb0053-RO_302_INDEFORMADA,-62.2800793061479,-10.9796513263102,10,24,27,49
ctb0053-RO_302_INDEFORMADA,-62.2800793061479,-10.9796513263102,40,34,42,24
ctb0053-RO_303_GRANEL,-62.1000161932688,-10.9802438298773,10,16,24,60
ctb0053-RO_303_GRANEL,-62.1000161932688,-10.9802438298773,40,18,23,59
ctb0053-RO_303_INDEFORMADA,-62.0997965993218,-10.9799944305449,10,6,25,69
ctb0053-RO_303_INDEFORMADA,-62.0997965993218,-10.9799944305449,40,16,23,61
ctb0053-RO_305_GRANEL,-61.7400901363477,-10.9803080726724,10,14,65,21
ctb0053-RO_305_GRANEL,-61.7400901363477,-10.9803080726724,40,16,63,21
ctb0053-RO_305_INDEFORMADA,-61.7396619890083,-10.979842176552,10,12,63,25
ctb0053-RO_305_INDEFORMADA,-61.7396619890083,-10.979842176552,40,16,62,22
ctb0053-RO_306_GRANEL,-61.5596228111923,-10.979752358499,10,24,27,49
ctb0053-RO_306_GRANEL,-61.5596228111923,-10.979752358499,40,28,28,44
ctb0053-RO_306_INDEFORMADA,-61.5602511738492,-10.980119854643,10,16,29,55
ctb0053-RO_306_INDEFORMADA,-61.5602511738492,-10.980119854643,40,30,26,44
ctb0053-RO_323_GRANEL,-62.4596612571173,-11.1596824670701,10,10,44,46
ctb0053-RO_323_GRANEL,-62.4596612571173,-11.1596824670701,40,22,32,46
ctb0053-RO_323_INDEFORMADA,-62.4595703255034,-11.1601191649631,40,20,34,46
ctb0053-RO_324_GRANEL,-62.2800203387486,-11.1597440305721,10,6,37,57
ctb0053-RO_324_GRANEL,-62.2800203387486,-11.1597440305721,40,10,36,54
ctb0053-RO_324_INDEFORMADA,-62.2800508675962,-11.1602224506888,10,6,38,56
ctb0053-RO_324_INDEFORMADA,-62.2800508675962,-11.1602224506888,40,8,34,58
ctb0053-RO_325_GRANEL,-62.0997017625852,-11.1601601078536,10,12,32,56
ctb0053-RO_325_GRANEL,-62.0997017625852,-11.1601601078536,40,14,36,50
ctb0053-RO_325_INDEFORMADA,-62.1001874371127,-11.1598778816449,10,8,44,48
ctb0053-RO_325_INDEFORMADA,-62.1001874371127,-11.1598778816449,40,12,36,52
ctb0053-RO_327_GRANEL,-61.7401822290308,-11.1599210228711,10,14,26,60
ctb0053-RO_327_GRANEL,-61.7401822290308,-11.1599210228711,40,12,24,64
ctb0053-RO_327_INDEFORMADA,-61.7401529998141,-11.1603173561209,10,6,21,73
ctb0053-RO_327_INDEFORMADA,-61.7401529998141,-11.1603173561209,40,12,23,65
ctb0053-RO_328_GRANEL,-61.559546368262,-11.1603401112511,10,10,23,67
ctb0053-RO_328_GRANEL,-61.559546368262,-11.1603401112511,40,14,30,56
ctb0053-RO_328_INDEFORMADA,-61.5595437684078,-11.1601698054785,10,10,26,64
ctb0053-RO_328_INDEFORMADA,-61.5595437684078,-11.1601698054785,40,12,28,60
ctb0053-RO_329_GRANEL,-61.3800490002302,-11.1602654682053,10,12,36,52
ctb0053-RO_329_GRANEL,-61.3800490002302,-11.1602654682053,40,16,38,46
ctb0053-RO_329_INDEFORMADA,-61.3796802749951,-11.1603816947043,10,10,35,55
ctb0053-RO_329_INDEFORMADA,-61.3796802749951,-11.1603816947043,40,14,37,49
ctb0053-RO_32_GRANEL,-64.0801099856661,-8.82029980615748,10,26,45,29
ctb0053-RO_32_GRANEL,-64.0801099856661,-8.82029980615748,40,28,42,30
ctb0053-RO_32_INDEFORMADA,-64.0804032971552,-8.81971656926058,10,28,52,20
ctb0053-RO_32_INDEFORMADA,-64.0804032971552,-8.81971656926058,40,30,37,33
ctb0053-RO_331_GRANEL,-61.0200921751072,-11.1599999452781,10,12,42,46
ctb0053-RO_331_GRANEL,-61.0200921751072,-11.1599999452781,40,18,37,45
ctb0053-RO_331_INDEFORMADA,-61.0200759228963,-11.1596796978782,10,12,41,47
ctb0053-RO_331_INDEFORMADA,-61.0200759228963,-11.1596796978782,40,14,37,49
ctb0053-RO_332_GRANEL,-60.8396890932821,-11.1601810148633,10,6,21,73
ctb0053-RO_33_GRANEL,-63.9004131228788,-8.81958227818544,10,52,20,28
ctb0053-RO_33_GRANEL,-63.9004131228788,-8.81958227818544,40,60,17,23
ctb0053-RO_33_INDEFORMADA,-63.8996591562799,-8.81985328155353,10,46,24,30
ctb0053-RO_33_INDEFORMADA,-63.8996591562799,-8.81985328155353,40,58,19,23
ctb0053-RO_34_GRANEL,-63.7198179352269,-8.8198050681725,10,24,21,55
ctb0053-RO_34_GRANEL,-63.7198179352269,-8.8198050681725,40,40,17,43
ctb0053-RO_34_INDEFORMADA,-63.7197459461078,-8.82042470664068,10,24,21,55
ctb0053-RO_34_INDEFORMADA,-63.7197459461078,-8.82042470664068,40,40,15,45
ctb0053-RO_352_GRANEL,-62.4601367449236,-11.3404475323045,10,18,49,33
ctb0053-RO_352_GRANEL,-62.4601367449236,-11.3404475323045,40,34,44,22
ctb0053-RO_352_INDEFORMADA,-62.4602908328847,-11.3395463147393,10,26,48,26
ctb0053-RO_352_INDEFORMADA,-62.4602908328847,-11.3395463147393,40,32,42,26
ctb0053-RO_353_GRANEL,-62.2803230697695,-11.3404556792695,10,30,34,36
ctb0053-RO_353_GRANEL,-62.2803230697695,-11.3404556792695,40,30,37,33
ctb0053-RO_353_INDEFORMADA,-62.2799235292362,-11.3399342765537,10,30,35,35
ctb0053-RO_353_INDEFORMADA,-62.2799235292362,-11.3399342765537,40,30,36,34
ctb0053-RO_354_GRANEL,-62.0995830162531,-11.3403727349112,10,26,11,63
ctb0053-RO_354_GRANEL,-62.0995830162531,-11.3403727349112,40,34,16,50
ctb0053-RO_354_INDEFORMADA,-62.1001936694214,-11.3398735921739,10,18,17,65
ctb0053-RO_354_INDEFORMADA,-62.1001936694214,-11.3398735921739,40,34,14,52
ctb0053-RO_356_GRANEL,-61.7397200784367,-11.3396972101085,10,10,27,63
ctb0053-RO_356_GRANEL,-61.7397200784367,-11.3396972101085,40,20,26,54
ctb0053-RO_356_INDEFORMADA,-61.7397397266716,-11.3396692667729,10,6,31,63
ctb0053-RO_356_INDEFORMADA,-61.7397397266716,-11.3396692667729,40,28,22,50
ctb0053-RO_359_GRANEL,-61.1998959117655,-11.3402541098199,10,12,49,39
ctb0053-RO_359_GRANEL,-61.1998959117655,-11.3402541098199,40,32,35,33
ctb0053-RO_359_INDEFORMADA,-61.1999470139852,-11.3396636250297,10,8,42,50
ctb0053-RO_359_INDEFORMADA,-61.1999470139852,-11.3396636250297,40,34,31,35
ctb0053-RO_35_GRANEL,-63.5397334481164,-8.82004853634435,10,64,18,18
ctb0053-RO_35_GRANEL,-63.5397334481164,-8.82004853634435,40,68,15,17
ctb0053-RO_35_INDEFORMADA,-63.5401748983286,-8.82013600415676,10,58,24,18
ctb0053-RO_35_INDEFORMADA,-63.5401748983286,-8.82013600415676,40,64,18,18
ctb0053-RO_361_GRANEL,-60.8403323123387,-11.340008456916,10,4,37,59
ctb0053-RO_361_GRANEL,-60.8403323123387,-11.340008456916,40,8,35,57
ctb0053-RO_37_GRANEL,-63.1801664033863,-8.81975196293935,10,60,18,22
ctb0053-RO_37_GRANEL,-63.1801664033863,-8.81975196293935,40,62,18,20
ctb0053-RO_37_INDEFORMADA,-63.1798830149981,-8.8203832449038,10,60,20,20
ctb0053-RO_37_INDEFORMADA,-63.1798830149981,-8.8203832449038,40,66,14,20
ctb0053-RO_382_GRANEL,-62.4596132865317,-11.5200610575236,10,8,13,79
ctb0053-RO_382_GRANEL,-62.4596132865317,-11.5200610575236,40,10,13,77
ctb0053-RO_382_INDEFORMADA,-62.4598235932941,-11.5198759396083,10,8,13,79
ctb0053-RO_382_INDEFORMADA,-62.4598235932941,-11.5198759396083,40,8,8,84
ctb0053-RO_383_GRANEL,-62.2802707538664,-11.5200180519049,10,14,30,56
ctb0053-RO_383_GRANEL,-62.2802707538664,-11.5200180519049,40,16,25,59
ctb0053-RO_383_INDEFORMADA,-62.2797425328992,-11.5204248019211,10,10,33,57
ctb0053-RO_383_INDEFORMADA,-62.2797425328992,-11.5204248019211,40,14,28,58
ctb0053-RO_384_GRANEL,-62.1001660054604,-11.5197551714457,10,14,26,60
ctb0053-RO_384_GRANEL,-62.1001660054604,-11.5197551714457,40,26,24,50
ctb0053-RO_385_GRANEL,-61.9199285813767,-11.5198132709073,10,36,22,42
ctb0053-RO_385_GRANEL,-61.9199285813767,-11.5198132709073,40,50,18,32
ctb0053-RO_385_INDEFORMADA,-61.9195536670357,-11.5203521394558,10,30,0,70
ctb0053-RO_385_INDEFORMADA,-61.9195536670357,-11.5203521394558,40,50,15,35
ctb0053-RO_386_GRANEL,-61.7403012809824,-11.5197894854554,10,4,14,82
ctb0053-RO_386_GRANEL,-61.7403012809824,-11.5197894854554,40,14,18,68
ctb0053-RO_386_INDEFORMADA,-61.7400731240034,-11.520332610148,10,4,16,80
ctb0053-RO_386_INDEFORMADA,-61.7400731240034,-11.520332610148,40,16,17,67
ctb0053-RO_387_GRANEL,-61.5598766452457,-11.5202881241965,10,12,18,70
ctb0053-RO_387_GRANEL,-61.5598766452457,-11.5202881241965,40,24,14,62
ctb0053-RO_387_INDEFORMADA,-61.5596570582015,-11.5202593872057,10,16,14,70
ctb0053-RO_387_INDEFORMADA,-61.5596570582015,-11.5202593872057,40,18,17,65
ctb0053-RO_389_GRANEL,-61.2001589497132,-11.5199612522955,10,6,29,65
ctb0053-RO_389_GRANEL,-61.2001589497132,-11.5199612522955,40,6,26,68
ctb0053-RO_389_INDEFORMADA,-61.199618774878,-11.5203494896759,10,4,30,66
ctb0053-RO_389_INDEFORMADA,-61.199618774878,-11.5203494896759,40,8,28,64
ctb0053-RO_390_GRANEL,-61.0199677991764,-11.5202223297241,10,12,47,41
ctb0053-RO_390_GRANEL,-61.0199677991764,-11.5202223297241,40,22,43,35
ctb0053-RO_390_INDEFORMADA,-61.0200929893711,-11.5201404776578,10,10,49,41
ctb0053-RO_390_INDEFORMADA,-61.0200929893711,-11.5201404776578,40,16,45,39
ctb0053-RO_391_GRANEL,-60.8402175805753,-11.5201568903195,10,20,61,19
ctb0053-RO_391_GRANEL,-60.8402175805753,-11.5201568903195,40,12,44,44
ctb0053-RO_391_INDEFORMADA,-60.8404328354059,-11.5204237850523,10,22,69,9
ctb0053-RO_391_INDEFORMADA,-60.8404328354059,-11.5204237850523,40,10,35,55
ctb0053-RO_392_GRANEL,-60.6600412115102,-11.5204392111868,10,20,32,48
ctb0053-RO_392_GRANEL,-60.6600412115102,-11.5204392111868,40,30,27,43
ctb0053-RO_392_INDEFORMADA,-60.6597297607081,-11.5202413574695,10,22,33,45
ctb0053-RO_39_GRANEL,-62.8197146967263,-8.81984782065878,10,60,21,19
ctb0053-RO_39_GRANEL,-62.8197146967263,-8.81984782065878,40,68,15,17
ctb0053-RO_39_INDEFORMADA,-62.8196485502007,-8.82008255956782,10,62,19,19
ctb0053-RO_39_INDEFORMADA,-62.8196485502007,-8.82008255956782,40,16,22,62
ctb0053-RO_40_GRANEL,-62.6403535173144,-8.82034095661839,10,2,4,94
ctb0053-RO_40_GRANEL,-62.6403535173144,-8.82034095661839,40,18,23,59
ctb0053-RO_40_INDEFORMADA,-62.6404255959251,-8.82007476282791,10,10,7,83
ctb0053-RO_40_INDEFORMADA,-62.6404255959251,-8.82007476282791,40,28,12,60
ctb0053-RO_410_GRANEL,-62.6395591811764,-11.7001927494629,10,30,15,55
ctb0053-RO_410_GRANEL,-62.6395591811764,-11.7001927494629,40,36,13,51
ctb0053-RO_410_INDEFORMADA,-62.6400231897756,-11.7001915049183,10,28,16,56
ctb0053-RO_410_INDEFORMADA,-62.6400231897756,-11.7001915049183,40,34,17,49
ctb0053-RO_411_GRANEL,-62.4595817552716,-11.7000872098624,10,32,24,44
ctb0053-RO_411_GRANEL,-62.4595817552716,-11.7000872098624,40,32,26,42
ctb0053-RO_411_INDEFORMADA,-62.4597409756376,-11.7000695865249,10,26,27,47
ctb0053-RO_411_INDEFORMADA,-62.4597409756376,-11.7000695865249,40,32,25,43
ctb0053-RO_412_GRANEL,-62.2796769281012,-11.6998829718057,10,32,17,51
ctb0053-RO_412_GRANEL,-62.2796769281012,-11.6998829718057,40,24,19,57
ctb0053-RO_412_INDEFORMADA,-62.2795997726266,-11.7002538054767,10,28,18,54
ctb0053-RO_412_INDEFORMADA,-62.2795997726266,-11.7002538054767,40,36,17,47
ctb0053-RO_413_GRANEL,-62.1003712253711,-11.6999131870168,10,22,30,48
ctb0053-RO_413_GRANEL,-62.1003712253711,-11.6999131870168,40,26,29,45
ctb0053-RO_413_INDEFORMADA,-62.1003829554713,-11.7001839292365,10,18,30,52
ctb0053-RO_413_INDEFORMADA,-62.1003829554713,-11.7001839292365,40,26,32,42
ctb0053-RO_414_GRANEL,-61.9199498760057,-11.6997468055708,10,24,14,62
ctb0053-RO_414_GRANEL,-61.9199498760057,-11.6997468055708,40,30,15,55
ctb0053-RO_414_INDEFORMADA,-61.91960030137,-11.6998777272296,10,18,16,66
ctb0053-RO_414_INDEFORMADA,-61.91960030137,-11.6998777272296,40,32,10,58
ctb0053-RO_416_GRANEL,-61.5603910093295,-11.7001327669377,10,8,27,65
ctb0053-RO_416_GRANEL,-61.5603910093295,-11.7001327669377,40,14,28,58
ctb0053-RO_416_INDEFORMADA,-61.5596171738335,-11.7001942745548,10,8,32,60
ctb0053-RO_416_INDEFORMADA,-61.5596171738335,-11.7001942745548,40,12,31,57
ctb0053-RO_417_GRANEL,-61.3798452530136,-11.7002458141228,10,8,8,84
ctb0053-RO_417_GRANEL,-61.3798452530136,-11.7002458141228,40,8,6,86
ctb0053-RO_417_INDEFORMADA,-61.3802233524145,-11.6997057667271,10,6,5,89
ctb0053-RO_417_INDEFORMADA,-61.3802233524145,-11.6997057667271,40,6,6,88
ctb0053-RO_418_GRANEL,-61.2002644674704,-11.7001463855776,10,8,13,79
ctb0053-RO_418_GRANEL,-61.2002644674704,-11.7001463855776,40,12,13,75
ctb0053-RO_418_INDEFORMADA,-61.1997705232628,-11.6998837781235,10,8,10,82
ctb0053-RO_418_INDEFORMADA,-61.1997705232628,-11.6998837781235,40,14,8,78
ctb0053-RO_419_GRANEL,-61.0199398454635,-11.6995801317128,10,4,8,88
ctb0053-RO_419_GRANEL,-61.0199398454635,-11.6995801317128,40,6,1,93
ctb0053-RO_419_INDEFORMADA,-61.0202952551789,-11.699764602738,10,6,7,87
ctb0053-RO_41_GRANEL,-62.460336313351,-8.82040405899438,10,16,24,60
ctb0053-RO_420_GRANEL,-60.8402732495813,-11.7004323365887,10,10,4,86
ctb0053-RO_420_GRANEL,-60.8402732495813,-11.7004323365887,40,14,7,79
ctb0053-RO_420_INDEFORMADA,-60.8395474266536,-11.699694703556,10,8,6,86
ctb0053-RO_420_INDEFORMADA,-60.8395474266536,-11.699694703556,40,14,10,76
ctb0053-RO_421_GRANEL,-60.6603669428511,-11.7003698016187,10,8,17,75
ctb0053-RO_421_GRANEL,-60.6603669428511,-11.7003698016187,40,22,19,59
ctb0053-RO_421_INDEFORMADA,-60.660146383565,-11.7001204200694,10,10,17,73
ctb0053-RO_421_INDEFORMADA,-60.660146383565,-11.7001204200694,40,24,18,58
ctb0053-RO_42_GRANEL,-62.2798850332571,-8.81996246350946,10,30,11,59
ctb0053-RO_42_GRANEL,-62.2798850332571,-8.81996246350946,40,38,17,45
ctb0053-RO_42_INDEFORMADA,-62.2802129553699,-8.81995883202959,10,10,30,60
ctb0053-RO_42_INDEFORMADA,-62.2802129553699,-8.81995883202959,40,40,14,46
ctb0053-RO_430_GRANEL,-64.0795741460064,-11.880203177921,10,18,12,70
ctb0053-RO_430_GRANEL,-64.0795741460064,-11.880203177921,40,24,3,73
ctb0053-RO_430_INDEFORMADA,-64.0798816916063,-11.87988226877,10,6,10,84
ctb0053-RO_430_INDEFORMADA,-64.0798816916063,-11.87988226877,40,24,7,69
ctb0053-RO_433_GRANEL,-63.540174193844,-11.8802486044772,10,6,16,78
ctb0053-RO_433_GRANEL,-63.540174193844,-11.8802486044772,40,10,12,78
ctb0053-RO_433_INDEFORMADA,-63.5404170874275,-11.8803795735676,10,6,18,76
ctb0053-RO_433_INDEFORMADA,-63.5404170874275,-11.8803795735676,40,10,17,73
ctb0053-RO_434_GRANEL,-63.3603640463776,-11.8802321314549,10,12,7,81
ctb0053-RO_434_GRANEL,-63.3603640463776,-11.8802321314549,40,12,6,82
ctb0053-RO_434_INDEFORMADA,-63.3598620362925,-11.8800895942335,10,12,5,83
ctb0053-RO_434_INDEFORMADA,-63.3598620362925,-11.8800895942335,40,12,7,81
ctb0053-RO_435_GRANEL,-63.180171692358,-11.8803352657263,10,16,14,70
ctb0053-RO_435_GRANEL,-63.180171692358,-11.8803352657263,40,24,11,65
ctb0053-RO_435_INDEFORMADA,-63.180300421867,-11.880402322061,10,22,11,67
ctb0053-RO_435_INDEFORMADA,-63.180300421867,-11.880402322061,40,20,16,64
ctb0053-RO_436_GRANEL,-62.9998244911073,-11.8801369371515,10,10,15,75
ctb0053-RO_436_GRANEL,-62.9998244911073,-11.8801369371515,40,12,21,67
ctb0053-RO_436_INDEFORMADA,-63.0002312285053,-11.8798355808327,10,6,11,83
ctb0053-RO_437_GRANEL,-62.8203674971215,-11.8801213458026,10,22,21,57
ctb0053-RO_437_GRANEL,-62.8203674971215,-11.8801213458026,40,26,15,59
ctb0053-RO_437_INDEFORMADA,-62.8197752575028,-11.8800012752733,10,20,21,59
ctb0053-RO_437_INDEFORMADA,-62.8197752575028,-11.8800012752733,40,28,16,56
ctb0053-RO_439_GRANEL,-62.459844041999,-11.8798183330834,10,16,32,52
ctb0053-RO_439_GRANEL,-62.459844041999,-11.8798183330834,40,26,22,52
ctb0053-RO_439_INDEFORMADA,-62.4598201005196,-11.8801723284793,10,16,39,45
ctb0053-RO_43_GRANEL,-62.0997928020303,-8.81964086267537,10,8,5,87
ctb0053-RO_43_GRANEL,-62.0997928020303,-8.81964086267537,40,8,8,84
ctb0053-RO_43_INDEFORMADA,-62.1000551253745,-8.81989344800528,10,6,7,87
ctb0053-RO_43_INDEFORMADA,-62.1000551253745,-8.81989344800528,40,8,5,87
ctb0053-RO_441_GRANEL,-62.0999967940007,-11.8795929376929,10,16,51,33
ctb0053-RO_441_GRANEL,-62.0999967940007,-11.8795929376929,40,20,50,30
ctb0053-RO_441_INDEFORMADA,-62.1001103745156,-11.8798524249919,10,12,52,36
ctb0053-RO_441_INDEFORMADA,-62.1001103745156,-11.8798524249919,40,18,53,29
ctb0053-RO_442_GRANEL,-61.9200435278266,-11.8795808194472,10,12,35,53
ctb0053-RO_442_GRANEL,-61.9200435278266,-11.8795808194472,40,34,25,41
ctb0053-RO_442_INDEFORMADA,-61.9197797512005,-11.8802667423308,10,14,37,49
ctb0053-RO_442_INDEFORMADA,-61.9197797512005,-11.8802667423308,40,34,27,39
ctb0053-RO_443_GRANEL,-61.7401998613762,-11.879567959937,10,4,12,84
ctb0053-RO_443_GRANEL,-61.7401998613762,-11.879567959937,40,16,10,74
ctb0053-RO_443_INDEFORMADA,-61.740204380651,-11.8797283202608,10,4,8,88
ctb0053-RO_444_GRANEL,-61.5603820512504,-11.8802448727134,10,14,34,52
ctb0053-RO_444_GRANEL,-61.5603820512504,-11.8802448727134,40,18,31,51
ctb0053-RO_444_INDEFORMADA,-61.5597120325299,-11.8801474082832,10,12,30,58
ctb0053-RO_444_INDEFORMADA,-61.5597120325299,-11.8801474082832,40,18,30,52
ctb0053-RO_445_GRANEL,-61.3801875175038,-11.8800679181114,10,12,18,70
ctb0053-RO_445_GRANEL,-61.3801875175038,-11.8800679181114,40,18,11,71
ctb0053-RO_445_INDEFORMADA,-61.3800877661391,-11.8800797029411,10,14,13,73
ctb0053-RO_445_INDEFORMADA,-61.3800877661391,-11.8800797029411,40,18,20,62
ctb0053-RO_446_GRANEL,-61.2003026619141,-11.8799673949064,10,10,1,89
ctb0053-RO_446_GRANEL,-61.2003026619141,-11.8799673949064,40,8,1,91
ctb0053-RO_446_INDEFORMADA,-61.1996118974419,-11.8799185003819,10,56,29,15
ctb0053-RO_446_INDEFORMADA,-61.1996118974419,-11.8799185003819,40,50,48,2
ctb0053-RO_447_GRANEL,-61.01988004888,-11.8796632086021,10,4,5,91
ctb0053-RO_447_GRANEL,-61.01988004888,-11.8796632086021,40,4,7,89
ctb0053-RO_447_INDEFORMADA,-61.0199258022059,-11.8797606514282,10,4,5,91
ctb0053-RO_447_INDEFORMADA,-61.0199258022059,-11.8797606514282,40,4,5,91
ctb0053-RO_448_GRANEL,-60.8400822797531,-11.8804167325157,10,22,59,19
ctb0053-RO_448_GRANEL,-60.8400822797531,-11.8804167325157,40,44,40,16
ctb0053-RO_448_INDEFORMADA,-60.8403867897135,-11.8796295550627,10,24,55,21
ctb0053-RO_448_INDEFORMADA,-60.8403867897135,-11.8796295550627,40,52,37,11
ctb0053-RO_449_GRANEL,-60.6597511663821,-11.880055449497,10,8,56,36
ctb0053-RO_450_GRANEL,-60.4799583068684,-11.8798178920158,10,8,8,84
ctb0053-RO_450_GRANEL,-60.4799583068684,-11.8798178920158,40,10,0,90
ctb0053-RO_450_INDEFORMADA,-60.4799745115218,-11.8797124353845,10,8,9,83
ctb0053-RO_450_INDEFORMADA,-60.4799745115218,-11.8797124353845,40,12,42,46
ctb0053-RO_456_GRANEL,-64.2596939053105,-12.059895968377,10,26,14,60
ctb0053-RO_456_GRANEL,-64.2596939053105,-12.059895968377,40,38,13,49
ctb0053-RO_456_INDEFORMADA,-64.2603791091198,-12.0603464026109,10,28,14,58
ctb0053-RO_456_INDEFORMADA,-64.2603791091198,-12.0603464026109,40,38,12,50
ctb0053-RO_457_GRANEL,-64.0799782700924,-12.0598247978854,10,8,11,81
ctb0053-RO_457_GRANEL,-64.0799782700924,-12.0598247978854,40,14,14,72
ctb0053-RO_457_INDEFORMADA,-64.0799832413099,-12.0596062508638,10,4,15,81
ctb0053-RO_457_INDEFORMADA,-64.0799832413099,-12.0596062508638,40,16,11,73
ctb0053-RO_459_GRANEL,-63.7202625037349,-12.0602006871989,10,14,10,76
ctb0053-RO_459_GRANEL,-63.7202625037349,-12.0602006871989,40,16,8,76
ctb0053-RO_459_INDEFORMADA,-63.7202328666827,-12.0596748870916,10,12,14,74
ctb0053-RO_459_INDEFORMADA,-63.7202328666827,-12.0596748870916,40,16,10,74
ctb0053-RO_45_GRANEL,-61.559752929631,-8.81960003070088,10,18,8,74
ctb0053-RO_45_GRANEL,-61.559752929631,-8.81960003070088,40,26,8,66
ctb0053-RO_45_INDEFORMADA,-61.5602760269825,-8.82004029297001,10,20,11,69
ctb0053-RO_45_INDEFORMADA,-61.5602760269825,-8.82004029297001,40,18,17,65
ctb0053-RO_460_GRANEL,-63.5403944072836,-12.0596814742838,10,6,21,73
ctb0053-RO_460_GRANEL,-63.5403944072836,-12.0596814742838,40,10,16,74
