id,coord_x,coord_y,depth,clay,silt,sand
ctb0003-sm-dnos-001,-53.794645,-29.651271,10,4,5,91
ctb0003-sm-dnos-002,-53.793987,-29.650564,10,10,16,74
ctb0003-sm-dnos-003,-53.793993,-29.650232,10,10,15,75
ctb0003-sm-dnos-004,-53.794345,-29.650311,10,8,10,82
ctb0003-sm-dnos-005,-53.792947,-29.650838,10,10,22,68
ctb0003-sm-dnos-006,-53.793499,-29.649951,10,16,29,55
ctb0003-sm-dnos-007,-53.793272,-29.649962,10,17,34,49
ctb0003-sm-dnos-008,-53.793633,-29.648468,10,10,11,79
ctb0003-sm-dnos-009,-53.793707,-29.647836,10,7,7,86
ctb0003-sm-dnos-010,-53.793019,-29.64797,10,9,12,79
ctb0003-sm-dnos-011,-53.792816,-29.64804,10,7,10,83
ctb0003-sm-dnos-012,-53.79206,-29.64927,10,11,26,63
ctb0003-sm-dnos-013,-53.79184,-29.648724,10,8,19,73
ctb0003-sm-dnos-014,-53.792442,-29.648539,10,12,16,72
ctb0003-sm-dnos-015,-53.792655,-29.648548,10,14,14,72
ctb0003-sm-dnos-016,-53.792509,-29.647109,10,11,11,78
ctb0003-sm-dnos-017,-53.79256,-29.646736,10,9,15,76
ctb0003-sm-dnos-018,-53.792256,-29.646199,10,4,4,92
ctb0003-sm-dnos-019,-53.792114,-29.645725,10,8,9,83
ctb0003-sm-dnos-020,-53.791419,-29.646682,10,8,10,82
ctb0003-sm-dnos-021,-53.793887,-29.652717,10,10,33,57
ctb0003-sm-dnos-022,-53.790043,-29.648311,10,8,12,80
ctb0003-sm-dnos-023,-53.78955,-29.648663,10,7,9,84
ctb0003-sm-dnos-024,-53.788403,-29.649114,10,4,5,91
ctb0003-sm-dnos-025,-53.786795,-29.650051,10,5,5,90
ctb0003-sm-dnos-026,-53.786729,-29.650198,10,6,6,88
ctb0003-sm-dnos-027,-53.786439,-29.647667,10,12,24,64
ctb0003-sm-dnos-028,-53.786838,-29.647463,10,5,5,90
ctb0003-sm-dnos-029,-53.785726,-29.646196,10,4,6,90
ctb0003-sm-dnos-030,-53.782776,-29.642239,10,6,6,88
ctb0003-sm-dnos-031,-53.782604,-29.641715,10,8,8,84
ctb0003-sm-dnos-032,-53.78358,-29.643612,10,8,7,85
ctb0003-sm-dnos-033,-53.783181,-29.644809,10,12,10,78
ctb0003-sm-dnos-034,-53.786181,-29.645831,10,8,6,86
ctb0003-sm-dnos-035,-53.79162,-29.65165,10,11,17,72
ctb0003-sm-dnos-036,-53.790323,-29.650243,10,12,10,78
ctb0003-sm-dnos-037,-53.789106,-29.649981,10,6,7,87
ctb0003-sm-dnos-038,-53.788766,-29.650904,10,7,8,85
ctb0003-sm-dnos-039,-53.788001,-29.651884,10,3,4,93
ctb0003-sm-dnos-040,-53.78967,-29.652096,10,12,16,72
ctb0003-sm-dnos-041,-53.790849,-29.6533,10,8,22,70
ctb0003-sm-dnos-042,-53.788561,-29.654778,10,9,20,71
ctb0003-sm-dnos-043,-53.788313,-29.654537,10,10,17,73
ctb0003-sm-dnos-044,-53.790373,-29.654251,10,7,9,84
ctb0003-sm-dnos-045,-53.796479,-29.653913,10,23,30,47
ctb0003-sm-dnos-046,-53.795904,-29.653944,10,22,24,54
ctb0003-sm-dnos-047,-53.797283,-29.654583,10,24,28,48
ctb0003-sm-dnos-048,-53.799054,-29.654445,10,11,22,67
ctb0003-sm-dnos-049,-53.799533,-29.653968,10,16,15,69
ctb0003-sm-dnos-050,-53.799876,-29.653101,10,16,27,57
ctb0003-sm-dnos-051,-53.798608,-29.653072,10,9,17,74
ctb0003-sm-dnos-052,-53.797866,-29.653518,10,12,24,64
ctb0003-sm-dnos-053,-53.795823,-29.653543,10,16,18,66
ctb0003-sm-dnos-054,-53.794759,-29.65719,10,9,21,70
ctb0003-sm-dnos-055,-53.798576,-29.655777,10,8,15,77
ctb0003-sm-dnos-056,-53.800101,-29.656367,10,9,19,72
ctb0003-sm-dnos-057,-53.802126,-29.656873,10,10,13,77
ctb0003-sm-dnos-058,-53.801405,-29.657328,10,8,14,78
ctb0003-sm-dnos-059,-53.795093,-29.656811,10,5,12,83
ctb0003-sm-dnos-060,-53.79213,-29.655161,10,11,19,70
ctb0003-sm-dnos-061,-53.793303,-29.655905,10,6,16,78
ctb0003-sm-dnos-062,-53.799539,-29.652645,10,15,24,61
ctb0003-sm-dnos-063,-53.807537,-29.652779,10,8,8,84
ctb0003-sm-dnos-064,-53.806834,-29.652269,10,7,8,85
ctb0003-sm-dnos-065,-53.806154,-29.651724,10,5,8,87
ctb0003-sm-dnos-066,-53.808047,-29.651232,10,4,6,90
ctb0003-sm-dnos-067,-53.810477,-29.650894,10,5,5,90
ctb0003-sm-dnos-068,-53.810061,-29.650623,10,4,4,92
ctb0003-sm-dnos-069,-53.804721,-29.651086,10,9,18,73
ctb0003-sm-dnos-070,-53.803219,-29.651684,10,11,20,69
ctb0003-sm-dnos-071,-53.804261,-29.652893,10,11,11,78
ctb0003-sm-dnos-072,-53.802675,-29.652871,10,12,15,73
ctb0003-sm-dnos-073,-53.803316,-29.653768,7.5,22,18,60
ctb0003-sm-dnos-074,-53.802057,-29.65548,10,4,6,90
ctb0003-sm-dnos-075,-53.801966,-29.654216,10,8,12,80
ctb0003-sm-dnos-076,-53.801884,-29.651857,10,11,13,76
ctb0003-sm-dnos-077,-53.801571,-29.649229,10,13,13,74
ctb0003-sm-dnos-078,-53.800074,-29.648679,10,18,22,60
ctb0003-sm-dnos-079,-53.798709,-29.649183,10,18,18,64
ctb0003-sm-dnos-080,-53.79658,-29.647794,10,13,29,58
ctb0003-sm-dnos-081,-53.798624,-29.647548,10,15,25,60
ctb0003-sm-dnos-082,-53.800643,-29.646427,10,7,20,73
ctb0003-sm-dnos-083,-53.801826,-29.646066,10,12,24,64
ctb0003-sm-dnos-084,-53.802176,-29.648401,10,12,17,71
ctb0003-sm-dnos-085,-53.800361,-29.651218,10,15,13,72
ctb0003-sm-dnos-086,-53.79877,-29.651636,10,23,25,52
ctb0003-sm-dnos-087,-53.797196,-29.650298,10,15,31,54
ctb0003-sm-dnos-088,-53.796987,-29.649121,10,9,18,73
ctb0003-sm-dnos-089,-53.794885,-29.649711,10,12,20,68
ctb0003-sm-dnos-090,-53.795826,-29.650713,10,15,14,71
ctb0003-sm-dnos-091,-53.796188,-29.652779,10,15,23,62
ctb0003-sm-dnos-092,-53.794408,-29.654742,10,8,18,74
ctb0003-sm-dnos-093,-53.797649,-29.657177,10,11,26,63
ctb0003-sm-dnos-094,-53.800373,-29.655175,10,6,8,86
ctb0003-sm-dnos-095,-53.806399,-29.654389,10,16,36,48
ctb0003-sm-dnos-096,-53.804268,-29.656062,10,14,35,51
ctb0003-sm-dnos-097,-53.805302,-29.657426,5,16,23,61
ctb0003-sm-dnos-098,-53.807257,-29.657608,10,17,13,70
ctb0003-sm-dnos-099,-53.80759,-29.656464,10,5,4,91
ctb0003-sm-dnos-100,-53.809483,-29.655057,10,27,24,49
ctb0003-sm-dnos-101,-53.810455,-29.653456,8.75,6,6,88
ctb0003-sm-dnos-102,-53.813868,-29.653407,10,21,35,44
ctb0003-sm-dnos-103,-53.815807,-29.651554,10,13,10,77
ctb0003-sm-dnos-104,-53.817632,-29.649864,10,23,28,49
ctb0003-sm-dnos-105,-53.818873,-29.647536,10,14,50,36
ctb0003-sm-dnos-106,-53.820936,-29.647208,10,22,52,26
ctb0003-sm-dnos-107,-53.819961,-29.644967,10,32,49,19
ctb0003-sm-dnos-108,-53.817577,-29.645775,10,28,46,26
ctb0003-sm-dnos-109,-53.816721,-29.644392,5,28,47,25
ctb0003-sm-dnos-110,-53.816153,-29.646251,10,20,22,58
ctb0003-sm-dnos-111,-53.816611,-29.648404,10,20,23,57
ctb0003-sm-dnos-112,-53.811275,-29.6551,10,20,19,61
ctb0003-sm-dnos-113,-53.807366,-29.653931,7.5,10,10,80
ctb0003-sm-dnos-114,-53.808993,-29.651437,10,7,8,85
ctb0003-sm-dnos-115,-53.812923,-29.649653,7.5,11,25,64
ctb0003-sm-dnos-116,-53.813232,-29.65128,10,4,8,88
ctb0003-sm-dnos-117,-53.814701,-29.649635,10,4,8,88
ctb0003-sm-dnos-118,-53.81388,-29.647975,8.75,13,12,75
ctb0003-sm-dnos-119,-53.814177,-29.646382,10,8,14,78
ctb0003-sm-dnos-120,-53.814058,-29.644258,10,8,15,77
ctb0003-sm-dnos-121,-53.812037,-29.643926,7.5,31,51,18
ctb0003-sm-dnos-122,-53.810899,-29.641713,10,6,7,87
ctb0003-sm-dnos-123,-53.803386,-29.649988,10,14,7,79
ctb0003-sm-dnos-124,-53.80643,-29.649006,10,7,7,86
ctb0003-sm-dnos-125,-53.808957,-29.648853,10,8,6,86
ctb0003-sm-dnos-126,-53.811243,-29.649264,10,8,8,84
ctb0003-sm-dnos-127,-53.811811,-29.647241,10,6,6,88
ctb0003-sm-dnos-128,-53.808963,-29.64702,10,6,5,89
ctb0003-sm-dnos-129,-53.806336,-29.647018,10,6,11,83
ctb0003-sm-dnos-130,-53.804158,-29.647128,10,7,14,79
ctb0003-sm-dnos-131,-53.805031,-29.643413,10,7,8,85
ctb0003-sm-dnos-132,-53.804305,-29.645335,10,15,11,74
ctb0003-sm-dnos-133,-53.80691,-29.644425,10,8,6,86
ctb0003-sm-dnos-134,-53.809659,-29.64505,5,21,42,37
ctb0003-sm-dnos-135,-53.812042,-29.645162,5,21,59,20
ctb0003-sm-dnos-136,-53.814595,-29.641137,10,20,42,38
ctb0003-sm-dnos-137,-53.814757,-29.642793,10,9,7,84
ctb0003-sm-dnos-138,-53.809797,-29.642767,10,8,4,88
ctb0003-sm-dnos-139,-53.806685,-29.641557,10,13,9,78
ctb0003-sm-dnos-140,-53.787549,-29.641442,5,32,42,26
ctb0003-sm-dnos-141,-53.790576,-29.642679,5,17,34,49
ctb0003-sm-dnos-142,-53.788381,-29.63922,5,30,52,18
ctb0003-sm-dnos-143,-53.786019,-29.637508,7.5,30,54,16
ctb0003-sm-dnos-144,-53.788554,-29.637093,8.75,30,47,23
ctb0003-sm-dnos-145,-53.785555,-29.634745,2.5,36,48,16
ctb0003-sm-dnos-146,-53.782922,-29.63555,10,23,45,32
ctb0003-sm-dnos-147,-53.770017,-29.640732,10,27,41,32
ctb0003-sm-dnos-148,-53.773006,-29.640575,10,14,46,40
ctb0003-sm-dnos-149,-53.775973,-29.639462,10,12,57,31
ctb0003-sm-dnos-150,-53.776691,-29.637458,3.25,16,66,18
ctb0003-sm-dnos-151,-53.773347,-29.637918,10,32,46,22
ctb0003-sm-dnos-152,-53.770344,-29.638366,10,32,47,21
ctb0003-sm-dnos-153,-53.774149,-29.6352,5,76,14,10
ctb0003-sm-dnos-154,-53.770128,-29.635703,10,40,44,16
ctb0003-sm-dnos-155,-53.770967,-29.633143,10,39,47,14
ctb0003-sm-dnos-156,-53.775819,-29.630383,10,13,62,25
ctb0003-sm-dnos-157,-53.771754,-29.630468,10,24,40,36
ctb0003-sm-dnos-158,-53.772261,-29.627864,10,46,42,12
ctb0003-sm-dnos-159,-53.793845,-29.641301,10,12,32,56
ctb0003-sm-dnos-160,-53.795824,-29.63928,6.25,26,22,52
ctb0003-sm-dnos-161,-53.792181,-29.639704,10,8,4,88
ctb0003-sm-dnos-162,-53.793533,-29.637754,5,31,51,18
ctb0003-sm-dnos-163,-53.791644,-29.637043,10,7,6,87
ctb0003-sm-dnos-164,-53.79277,-29.634679,10,12,17,71
ctb0003-sm-dnos-165,-53.793491,-29.632815,10,8,8,84
ctb0003-sm-dnos-166,-53.792412,-29.632731,10,5,6,89
ctb0003-sm-dnos-167,-53.789929,-29.631019,10,9,37,54
ctb0003-sm-dnos-168,-53.789562,-29.633504,10,28,49,23
ctb0003-sm-dnos-169,-53.808173,-29.640348,10,12,10,78
ctb0003-sm-dnos-170,-53.791219,-29.659826,10,6,10,84
ctb0003-sm-dnos-171,-53.791357,-29.661561,10,4,7,89
ctb0003-sm-dnos-172,-53.790273,-29.661112,10,5,9,86
ctb0003-sm-dnos-173,-53.788316,-29.660327,10,18,38,44
ctb0003-sm-dnos-174,-53.791491,-29.657305,10,9,14,77
ctb0003-sm-dnos-175,-53.788747,-29.656993,10,8,19,73
ctb0003-sm-dnos-176,-53.785327,-29.65311,10,6,5,89
ctb0003-sm-dnos-177,-53.783219,-29.651386,10,10,36,54
ctb0003-sm-dnos-178,-53.783879,-29.649234,2.5,24,37,39
ctb0003-sm-dnos-179,-53.780514,-29.648612,10,17,49,34
ctb0003-sm-dnos-180,-53.778733,-29.646016,10,14,53,33
ctb0003-sm-dnos-181,-53.777791,-29.644165,7.5,19,65,16
ctb0003-sm-dnos-182,-53.77652,-29.642462,7.5,10,69,21
ctb0003-sm-dnos-183,-53.772698,-29.64255,5,18,42,40
ctb0003-sm-dnos-184,-53.773951,-29.632775,8.75,16,63,21
ctb0003-sm-dnos-185,-53.77524,-29.62796,10,27,46,27
ctb0003-sm-dnos-186,-53.779236,-29.630274,5,20,55,25
ctb0003-sm-dnos-187,-53.779139,-29.628052,10,31,48,21
ctb0003-sm-dnos-188,-53.783342,-29.627437,10,25,44,31
ctb0003-sm-dnos-189,-53.785368,-29.628124,7.5,22,46,32
ctb0003-sm-dnos-190,-53.785349,-29.625145,5,33,36,31
ctb0003-sm-dnos-191,-53.787398,-29.62342,10,45,35,20
ctb0003-sm-dnos-192,-53.788318,-29.621231,10,41,39,20
ctb0003-sm-dnos-193,-53.790046,-29.61797,2.5,33,49,18
ctb0003-sm-dnos-194,-53.7917,-29.615567,10,37,39,24
ctb0003-sm-dnos-195,-53.793258,-29.618216,10,26,48,26
ctb0003-sm-dnos-196,-53.795506,-29.614269,10,42,36,22
ctb0003-sm-dnos-197,-53.793946,-29.611541,10,41,38,21
ctb0003-sm-dnos-198,-53.796737,-29.61049,10,49,32,19
ctb0003-sm-dnos-199,-53.798536,-29.612433,10,28,46,26
ctb0003-sm-dnos-200,-53.796745,-29.616664,10,40,40,20
ctb0003-sm-dnos-201,-53.797217,-29.619087,10,40,43,17
ctb0003-sm-dnos-202,-53.789514,-29.625137,2.5,32,49,19
ctb0003-sm-dnos-203,-53.791354,-29.624543,5,30,56,14
ctb0003-sm-dnos-204,-53.792262,-29.620957,10,38,41,21
ctb0003-sm-dnos-205,-53.795304,-29.621054,4,32,49,19
ctb0003-sm-dnos-206,-53.79328,-29.624849,10,27,42,31
ctb0003-sm-dnos-207,-53.797944,-29.624563,10,31,38,31
ctb0003-sm-dnos-208,-53.798718,-29.621531,5,40,39,21
ctb0003-sm-dnos-209,-53.80126,-29.628894,10,34,48,18
ctb0003-sm-dnos-210,-53.800734,-29.624383,10,30,40,30
ctb0003-sm-dnos-211,-53.801974,-29.622385,10,25,47,28
ctb0003-sm-dnos-212,-53.805302,-29.622928,10,28,44,28
ctb0003-sm-dnos-213,-53.804503,-29.620519,2.5,28,53,19
ctb0003-sm-dnos-214,-53.801228,-29.618387,6.25,27,56,17
ctb0003-sm-dnos-215,-53.822924,-29.623346,10,24,40,36
ctb0003-sm-dnos-216,-53.819207,-29.621771,10,22,45,33
ctb0003-sm-dnos-217,-53.816321,-29.620647,10,15,51,34
ctb0003-sm-dnos-218,-53.817553,-29.616431,10,29,47,24
ctb0003-sm-dnos-219,-53.816231,-29.618045,10,17,60,23
ctb0003-sm-dnos-220,-53.813617,-29.614749,10,21,54,25
ctb0003-sm-dnos-221,-53.812664,-29.616864,10,26,45,29
ctb0003-sm-dnos-222,-53.813449,-29.619463,10,19,57,24
ctb0003-sm-dnos-223,-53.809642,-29.617424,10,15,46,39
ctb0003-sm-dnos-224,-53.81223,-29.610305,10,32,45,23
ctb0003-sm-dnos-225,-53.809643,-29.613359,10,30,52,18
ctb0003-sm-dnos-226,-53.80738,-29.615494,10,29,53,18
ctb0003-sm-dnos-227,-53.817121,-29.624174,10,7,13,80
ctb0003-sm-dnos-228,-53.815956,-29.626721,2.5,9,34,57
ctb0003-sm-dnos-229,-53.814091,-29.629407,10,10,12,78
ctb0003-sm-dnos-230,-53.81169,-29.631197,7.5,9,16,75
ctb0003-sm-dnos-231,-53.813642,-29.63279,10,10,27,63
ctb0003-sm-dnos-232,-53.820196,-29.623587,7.5,24,47,29
ctb0003-sm-dnos-233,-53.818971,-29.626035,1,13,43,44
ctb0003-sm-dnos-234,-53.818497,-29.628662,6.25,27,45,28
ctb0003-sm-dnos-235,-53.816122,-29.630581,7.5,27,43,30
ctb0003-sm-dnos-236,-53.816982,-29.633061,10,20,48,32
ctb0003-sm-dnos-237,-53.813183,-29.638562,10,28,45,27
ctb0003-sm-dnos-238,-53.814983,-29.638336,10,15,56,29
ctb0003-sm-dnos-239,-53.814512,-29.635772,7.5,21,41,38
ctb0003-sm-dnos-240,-53.817575,-29.636101,7.5,30,47,23
ctb0003-sm-dnos-241,-53.817617,-29.639731,3.75,22,44,34
ctb0003-sm-dnos-242,-53.821581,-29.64418,2.5,16,51,33
ctb0003-sm-dnos-243,-53.816667,-29.643214,1.25,15,42,43
ctb0003-sm-dnos-244,-53.811389,-29.633871,10,8,10,82
ctb0003-sm-dnos-245,-53.810934,-29.63668,10,8,10,82
ctb0003-sm-dnos-246,-53.807824,-29.635346,10,7,6,87
ctb0003-sm-dnos-247,-53.805437,-29.635722,8.75,10,18,72
ctb0003-sm-dnos-248,-53.810392,-29.639428,6.25,9,12,79
ctb0003-sm-dnos-249,-53.806943,-29.61889,10,16,53,31
ctb0003-sm-dnos-250,-53.800208,-29.615565,10,34,45,21
ctb0003-sm-dnos-251,-53.804678,-29.617042,10,34,41,25
ctb0003-sm-dnos-252,-53.808918,-29.611013,10,36,39,25
ctb0003-sm-dnos-253,-53.814113,-29.608149,10,32,41,27
ctb0003-sm-dnos-254,-53.811593,-29.607023,10,25,44,31
ctb0003-sm-dnos-255,-53.809653,-29.608535,10,32,45,23
ctb0003-sm-dnos-256,-53.803377,-29.614425,10,29,49,22
ctb0003-sm-dnos-257,-53.802224,-29.611576,10,30,62,8
ctb0003-sm-dnos-258,-53.811102,-29.622458,5,15,62,23
ctb0003-sm-dnos-259,-53.802164,-29.606817,10,47,30,23
ctb0003-sm-dnos-260,-53.80344,-29.608928,10,31,40,29
ctb0003-sm-dnos-261,-53.8011,-29.60458,10,50,29,21
ctb0003-sm-dnos-262,-53.798785,-29.606302,10,39,35,26
ctb0003-sm-dnos-263,-53.796683,-29.607925,10,32,39,29
ctb0003-sm-dnos-264,-53.799702,-29.608878,10,25,47,28
ctb0003-sm-dnos-265,-53.806341,-29.609803,10,37,33,30
ctb0003-sm-dnos-266,-53.806074,-29.607538,10,30,42,28
ctb0003-sm-dnos-267,-53.80544,-29.612475,10,26,54,20
ctb0003-sm-dnos-268,-53.808803,-29.627639,2.5,17,38,45
ctb0003-sm-dnos-269,-53.806173,-29.626229,2.5,19,33,48
ctb0003-sm-dnos-270,-53.804337,-29.62449,2.5,18,45,37
ctb0003-sm-dnos-271,-53.805212,-29.627586,7.5,26,44,30
ctb0003-sm-dnos-272,-53.806629,-29.628861,2.5,18,45,37
ctb0003-sm-dnos-273,-53.805395,-29.630352,2.5,26,52,22
ctb0003-sm-dnos-274,-53.808268,-29.629849,10,17,19,64
ctb0003-sm-dnos-275,-53.807248,-29.632673,1.5,17,49,34
ctb0003-sm-dnos-276,-53.805602,-29.633343,2,23,41,36
ctb0003-sm-dnos-277,-53.811908,-29.628733,10,13,27,60
ctb0003-sm-dnos-278,-53.807237,-29.638006,10,11,23,66
ctb0003-sm-dnos-279,-53.805625,-29.640199,10,4,7,89
ctb0003-sm-dnos-280,-53.799526,-29.640821,5,9,19,72
ctb0003-sm-dnos-281,-53.799216,-29.643972,5,12,7,81
ctb0003-sm-dnos-282,-53.808783,-29.62472,10,24,45,31
ctb0003-sm-dnos-283,-53.807754,-29.622186,2,31,45,24
ctb0003-sm-dnos-284,-53.810271,-29.619944,2,34,47,19
ctb0003-sm-dnos-285,-53.81328,-29.621779,10,26,43,31
ctb0003-sm-dnos-286,-53.813476,-29.624584,10,4,5,91
ctb0003-sm-dnos-287,-53.811515,-29.625887,6.25,17,24,59
ctb0003-sm-dnos-288,-53.793397,-29.643112,2,25,37,38
ctb0003-sm-dnos-289,-53.794785,-29.644984,6.25,30,48,22
ctb0003-sm-dnos-290,-53.79614,-29.64296,7.5,10,12,78
ctb0003-sm-dnos-291,-53.797432,-29.645902,10,12,13,75
ctb0003-sm-dnos-292,-53.805281,-29.605145,6.25,27,50,23
ctb0003-sm-dnos-293,-53.802114,-29.626737,10,31,63,6
ctb0003-sm-dnos-294,-53.787525,-29.625315,8.75,35,41,24
ctb0003-sm-dnos-295,-53.787066,-29.630181,8.25,20,54,26
ctb0003-sm-dnos-296,-53.785893,-29.631712,6.25,26,46,28
ctb0003-sm-dnos-297,-53.781947,-29.633002,1.5,30,49,21
ctb0003-sm-dnos-298,-53.778198,-29.633508,2,17,57,26
ctb0003-sm-dnos-299,-53.776262,-29.634397,6.25,15,57,28
ctb0003-sm-dnos-300,-53.779644,-29.640146,6.25,12,23,65
ctb0003-sm-dnos-301,-53.781591,-29.638951,10,12,27,61
ctb0003-sm-dnos-302,-53.779321,-29.636665,6.25,6,16,78
ctb0003-sm-dnos-303,-53.782053,-29.629925,10,26,53,21
ctb0003-sm-dnos-304,-53.781895,-29.646936,10,12,37,51
ctb0003-sm-dnos-305,-53.78165,-29.643288,10,6,8,86
ctb0003-sm-dnos-306,-53.783971,-29.641426,6.25,7,9,84
ctb0003-sm-dnos-307,-53.78928,-29.645178,10,9,11,80
ctb0003-sm-dnos-308,-53.801995,-29.643462,10,6,7,87
ctb0003-sm-dnos-309,-53.798483,-29.638399,10,14,27,59
ctb0003-sm-dnos-310,-53.796176,-29.636379,5,13,33,54
ctb0003-sm-dnos-311,-53.796364,-29.634465,6.25,8,12,80
ctb0003-sm-dnos-312,-53.801775,-29.631777,2,25,56,19
ctb0003-sm-dnos-313,-53.798727,-29.631263,1.5,20,40,40
ctb0003-sm-dnos-314,-53.796921,-29.625943,10,34,38,28
ctb0003-sm-dnos-315,-53.793425,-29.628681,6.25,24,56,20
ctb0003-sm-dnos-316,-53.796474,-29.630243,10,23,44,33
ctb0003-sm-dnos-317,-53.798254,-29.629007,2,15,55,30
ctb0003-sm-dnos-318,-53.802661,-29.635847,1.5,20,53,27
ctb0003-sm-dnos-319,-53.803755,-29.637746,5,19,52,29
ctb0003-sm-dnos-320,-53.802998,-29.639039,10,22,57,21
ctb0003-sm-dnos-321,-53.801426,-29.638301,3.75,15,43,42
ctb0003-sm-dnos-322,-53.799553,-29.635547,6.25,20,40,40
ctb0003-sm-dnos-323,-53.802428,-29.641051,2,18,28,54
ctb0003-sm-dnos-324,-53.787873,-29.625082,6.25,19,54,27
ctb0003-sm-dnos-325,-53.786644,-29.62871,7.5,5,59,36
ctb0003-sm-dnos-326,-53.788389,-29.628381,8.5,3,54,43
ctb0003-sm-dnos-327,-53.788474,-29.626886,10,6,54,40
ctb0003-sm-dnos-328,-53.788732,-29.626399,10,1,56,43
ctb0003-sm-dnos-329,-53.788224,-29.627674,3.75,16,54,30
ctb0003-sm-dnos-330,-53.789644,-29.627991,7.5,8,56,36
ctb0003-sm-dnos-331,-53.790217,-29.627805,7.5,6,58,36
ctb0003-sm-dnos-332,-53.79037,-29.622202,10,41,38,21
ctb0003-sm-dnos-333,-53.793849,-29.623116,6.25,26,48,26
ctb0003-sm-dnos-334,-53.794571,-29.623717,2.5,13,45,42
ctb0003-sm-dnos-335,-53.795534,-29.62455,2.5,10,54,36
ctb0003-sm-dnos-336,-53.797046,-29.626271,10,27,46,27
ctb0003-sm-dnos-337,-53.796533,-29.626693,10,24,53,23
ctb0003-sm-dnos-338,-53.797059,-29.628048,10,28,48,24
ctb0003-sm-dnos-339,-53.799666,-29.627511,2.5,16,40,44
ctb0003-sm-dnos-340,-53.795503,-29.629005,2.5,24,56,20
ctb0003-sm-dnos-341,-53.805933,-29.641887,10,6,7,87
ctb0003-sm-dnos-342,-53.806853,-29.642282,10,6,10,84
ctb0003-sm-dnos-343,-53.807792,-29.64265,10,7,9,84
ctb0003-sm-dnos-344,-53.808722,-29.643027,10,6,8,86
ctb0003-sm-dnos-345,-53.809662,-29.643413,10,6,5,89
ctb0003-sm-dnos-346,-53.80773,-29.640775,10,19,27,54
ctb0003-sm-dnos-347,-53.808717,-29.640989,10,16,24,60
ctb0003-sm-dnos-348,-53.809787,-29.641237,10,16,13,71
ctb0003-sm-dnos-349,-53.81069,-29.641407,10,11,20,69
ctb0003-sm-dnos-350,-53.811657,-29.641666,10,12,15,73
ctb0003-sm-dnos-351,-53.807954,-29.649601,10,6,10,84
ctb0003-sm-dnos-352,-53.808951,-29.649417,10,6,6,88
ctb0003-sm-dnos-353,-53.809981,-29.649341,10,4,6,90
ctb0003-sm-dnos-354,-53.811022,-29.649265,10,12,8,80
ctb0003-sm-dnos-355,-53.812053,-29.649189,10,5,5,90
ctb0003-sm-dnos-356,-53.815417,-29.632819,2.5,17,36,47
ctb0003-sm-dnos-357,-53.814453,-29.632308,10,4,7,89
ctb0003-sm-dnos-358,-53.813526,-29.632003,5,21,37,42
ctb0003-sm-dnos-359,-53.812514,-29.631627,10,9,10,81
ctb0003-sm-dnos-360,-53.811566,-29.631305,10,5,6,89
ctb0003-sm-dnos-361,-53.787474,-29.623597,10,55,23,22
ctb0003-sm-dnos-362,-53.786729,-29.62428,10,34,36,30
ctb0003-sm-dnos-363,-53.786023,-29.624881,10,36,37,27
ctb0003-sm-dnos-364,-53.785329,-29.625572,10,28,38,34
ctb0003-sm-dnos-365,-53.784594,-29.626228,10,40,38,22
ctb0003-sm-dnos-366,-53.775854,-29.637668,6,13,42,45
ctb0003-sm-dnos-367,-53.775065,-29.638261,7.5,13,55,32
ctb0003-sm-dnos-368,-53.774265,-29.638837,10,16,43,41
ctb0003-sm-dnos-369,-53.773475,-29.639413,5,18,52,30
ctb0003-sm-dnos-370,-53.772686,-29.639998,5,22,45,33
ctb0003-sm-dnos-371,-53.791783,-29.651431,10,14,18,68
ctb0003-sm-dnos-372,-53.790984,-29.652034,10,11,17,72
ctb0003-sm-dnos-373,-53.790196,-29.652664,10,12,14,74
ctb0003-sm-dnos-374,-53.789439,-29.653311,10,8,9,83
ctb0003-sm-dnos-375,-53.788711,-29.653849,10,6,10,84
ctb0003-sm-dnos-376,-53.798455,-29.616411,5,28,51,21
ctb0003-sm-dnos-377,-53.798779,-29.617297,10,41,37,22
ctb0003-sm-dnos-378,-53.79908,-29.618103,10,37,42,21
ctb0003-sm-dnos-379,-53.799403,-29.618962,5,35,45,20
ctb0003-sm-dnos-380,-53.799727,-29.619839,5,34,43,23
ctb0003-sm-dnos-381,-53.809508,-29.627858,2.5,22,37,41
ctb0003-sm-dnos-382,-53.808711,-29.628533,2.5,27,37,36
ctb0003-sm-dnos-383,-53.80789,-29.629073,10,8,5,87
ctb0003-sm-dnos-384,-53.807069,-29.629605,2.5,19,40,41
ctb0003-sm-dnos-385,-53.806321,-29.63018,2.5,19,54,27
ctb0003-sm-dnos-386,-53.817653,-29.645264,10,31,48,21
ctb0003-sm-dnos-387,-53.816633,-29.644952,10,19,43,38
ctb0003-sm-dnos-388,-53.815736,-29.644637,10,23,13,64
ctb0003-sm-dnos-389,-53.814786,-29.644251,10,4,8,88
ctb0003-sm-dnos-390,-53.813846,-29.643883,10,14,22,64
ctb0003-sm-dnos-391,-53.803137,-29.613651,5,34,34,32
ctb0003-sm-dnos-392,-53.802267,-29.613174,10,29,62,9
ctb0003-sm-dnos-393,-53.801399,-29.612732,10,22,46,32
ctb0003-sm-dnos-394,-53.800487,-29.612246,10,24,50,26
ctb0003-sm-dnos-395,-53.799588,-29.611823,10,32,43,25
